name,family,val,test,fit_s,dataset,seed,n,d,n_classes
logreg_C0.01_std,linear,0.9639596200012309,0.9753104470797069,0.074,agaricus_lepiota,0,5000,22,2
logreg_C0.01_quant,linear,0.9540980158811581,0.9663965565448478,0.228,agaricus_lepiota,0,5000,22,2
logreg_C0.1_std,linear,0.9745701417813981,0.9836728307181646,0.067,agaricus_lepiota,0,5000,22,2
logreg_C0.1_quant,linear,0.9603278823070768,0.9714806805851616,0.284,agaricus_lepiota,0,5000,22,2
logreg_C1_std,linear,0.9836443564437696,0.9917094405154921,0.057,agaricus_lepiota,0,5000,22,2
logreg_C1_quant,linear,0.965578000287256,0.9749025884912055,0.218,agaricus_lepiota,0,5000,22,2
logreg_C10_std,linear,0.9874658883394546,0.9946875777560595,0.049,agaricus_lepiota,0,5000,22,2
logreg_C10_quant,linear,0.9662268912735704,0.9757696086353154,0.167,agaricus_lepiota,0,5000,22,2
logreg_C100_std,linear,0.9878711246075876,0.9949569183333719,0.068,agaricus_lepiota,0,5000,22,2
logreg_C100_quant,linear,0.9661935490489771,0.9761595111853294,0.178,agaricus_lepiota,0,5000,22,2
rf_dNone_fsqrt,rf,1.0,1.0000000000000002,1.216,agaricus_lepiota,0,5000,22,2
rf_dNone_f0.3,rf,1.0,1.0000000000000002,0.95,agaricus_lepiota,0,5000,22,2
rf_dNone_f0.7,rf,1.0,1.0,1.102,agaricus_lepiota,0,5000,22,2
rf_d4_fsqrt,rf,0.9987355602519646,0.9990201133282544,1.005,agaricus_lepiota,0,5000,22,2
rf_d4_f0.3,rf,0.9986098857131133,0.9989893315479901,0.921,agaricus_lepiota,0,5000,22,2
rf_d4_f0.7,rf,0.99883045735273,0.9991817176746417,1.127,agaricus_lepiota,0,5000,22,2
rf_d8_fsqrt,rf,1.0,1.0,0.922,agaricus_lepiota,0,5000,22,2
rf_d8_f0.3,rf,1.0,1.0,0.989,agaricus_lepiota,0,5000,22,2
rf_d8_f0.7,rf,1.0,1.0,1.288,agaricus_lepiota,0,5000,22,2
rf_d16_fsqrt,rf,1.0,1.0,0.955,agaricus_lepiota,0,5000,22,2
rf_d16_f0.3,rf,1.0,1.0000000000000002,0.992,agaricus_lepiota,0,5000,22,2
rf_d16_f0.7,rf,1.0,1.0,1.258,agaricus_lepiota,0,5000,22,2
et_dNone_fsqrt,et,1.0,1.0,0.8,agaricus_lepiota,0,5000,22,2
et_dNone_f0.5,et,1.0,1.0,0.934,agaricus_lepiota,0,5000,22,2
et_d8_fsqrt,et,1.0,0.9999999999999999,0.758,agaricus_lepiota,0,5000,22,2
et_d8_f0.5,et,1.0,1.0,0.918,agaricus_lepiota,0,5000,22,2
hgb_lr0.03_ln15_l20.0,gbdt,0.9999999999999999,1.0,0.796,agaricus_lepiota,0,5000,22,2
hgb_lr0.03_ln15_l21.0,gbdt,1.0,1.0,0.892,agaricus_lepiota,0,5000,22,2
hgb_lr0.03_ln31_l20.0,gbdt,1.0,1.0,0.958,agaricus_lepiota,0,5000,22,2
hgb_lr0.03_ln31_l21.0,gbdt,1.0,1.0,0.724,agaricus_lepiota,0,5000,22,2
hgb_lr0.03_ln63_l20.0,gbdt,1.0,1.0,1.459,agaricus_lepiota,0,5000,22,2
hgb_lr0.03_ln63_l21.0,gbdt,1.0,1.0,0.711,agaricus_lepiota,0,5000,22,2
hgb_lr0.1_ln15_l20.0,gbdt,1.0,1.0,0.632,agaricus_lepiota,0,5000,22,2
hgb_lr0.1_ln15_l21.0,gbdt,1.0,0.9999999999999999,0.847,agaricus_lepiota,0,5000,22,2
hgb_lr0.1_ln31_l20.0,gbdt,1.0,1.0,0.854,agaricus_lepiota,0,5000,22,2
hgb_lr0.1_ln31_l21.0,gbdt,0.9999999999999999,1.0,0.647,agaricus_lepiota,0,5000,22,2
hgb_lr0.1_ln63_l20.0,gbdt,1.0,1.0,1.247,agaricus_lepiota,0,5000,22,2
hgb_lr0.1_ln63_l21.0,gbdt,0.9999999999999999,1.0,0.725,agaricus_lepiota,0,5000,22,2
hgb_lr0.3_ln15_l20.0,gbdt,1.0,1.0,0.383,agaricus_lepiota,0,5000,22,2
hgb_lr0.3_ln15_l21.0,gbdt,1.0,1.0,0.667,agaricus_lepiota,0,5000,22,2
hgb_lr0.3_ln31_l20.0,gbdt,1.0,0.9999999999999999,0.38,agaricus_lepiota,0,5000,22,2
hgb_lr0.3_ln31_l21.0,gbdt,0.9999999999999999,1.0,0.732,agaricus_lepiota,0,5000,22,2
hgb_lr0.3_ln63_l20.0,gbdt,1.0,1.0,0.458,agaricus_lepiota,0,5000,22,2
hgb_lr0.3_ln63_l21.0,gbdt,0.9999999999999999,1.0,0.757,agaricus_lepiota,0,5000,22,2
knn1_std,knn,1.0,1.0,0.101,agaricus_lepiota,0,5000,22,2
knn1_quant,knn,0.9992331288343559,1.0,0.176,agaricus_lepiota,0,5000,22,2
knn5_std,knn,0.9999923056404785,0.9999974348516446,0.084,agaricus_lepiota,0,5000,22,2
knn5_quant,knn,0.9999640929888997,0.9999820439615125,0.193,agaricus_lepiota,0,5000,22,2
knn15_std,knn,0.9998217473377516,0.9998114615958814,0.134,agaricus_lepiota,0,5000,22,2
knn15_quant,knn,0.9999576810226317,0.9999397190136492,0.216,agaricus_lepiota,0,5000,22,2
knn31_std,knn,0.9993754744855038,0.999462601419553,0.15,agaricus_lepiota,0,5000,22,2
knn31_quant,knn,0.9997563452818188,0.9997152685325555,0.25,agaricus_lepiota,0,5000,22,2
svc_C0.1,svm,0.9984380450171328,0.9989713755095025,1.243,agaricus_lepiota,0,5000,22,2
svc_C1,svm,1.0,1.0,0.625,agaricus_lepiota,0,5000,22,2
svc_C10,svm,1.0,1.0,0.644,agaricus_lepiota,0,5000,22,2
"mlp_(64,)_a0.0001",mlp,1.0,1.0,2.019,agaricus_lepiota,0,5000,22,2
"mlp_(64,)_a0.01",mlp,1.0,1.0,1.723,agaricus_lepiota,0,5000,22,2
"mlp_(128, 64)_a0.0001",mlp,1.0,1.0,1.988,agaricus_lepiota,0,5000,22,2
"mlp_(128, 64)_a0.01",mlp,1.0,1.0,1.708,agaricus_lepiota,0,5000,22,2
gaussiannb,nb,0.9519641135071917,0.9619229378131084,0.037,agaricus_lepiota,0,5000,22,2
dt_d3,tree,0.9815848328785111,0.9853748066519428,0.022,agaricus_lepiota,0,5000,22,2
dt_d6,tree,0.9988432812852659,0.9990008747155892,0.015,agaricus_lepiota,0,5000,22,2
dt_dNone,tree,0.9983277591973244,1.0,0.014,agaricus_lepiota,0,5000,22,2
logreg_C0.01_std,linear,0.9692002636972509,0.9728337813160434,0.039,agaricus_lepiota,1,5000,22,2
logreg_C0.01_quant,linear,0.9685923235370317,0.968755770769641,0.133,agaricus_lepiota,1,5000,22,2
logreg_C0.1_std,linear,0.9773805218024785,0.9800254426821512,0.04,agaricus_lepiota,1,5000,22,2
logreg_C0.1_quant,linear,0.9684153283005124,0.9724208506883888,0.125,agaricus_lepiota,1,5000,22,2
logreg_C1_std,linear,0.9868407889370282,0.9884328128526582,0.076,agaricus_lepiota,1,5000,22,2
logreg_C1_quant,linear,0.9726555185319143,0.9761962164269447,0.216,agaricus_lepiota,1,5000,22,2
logreg_C10_std,linear,0.9895931931223242,0.9916387959866221,0.044,agaricus_lepiota,1,5000,22,2
logreg_C10_quant,linear,0.9758439979376206,0.9776658390955537,0.151,agaricus_lepiota,1,5000,22,2
logreg_C100_std,linear,0.9896316703476545,0.9916849621437511,0.027,agaricus_lepiota,1,5000,22,2
logreg_C100_quant,linear,0.9764211563175755,0.9777376531177545,0.157,agaricus_lepiota,1,5000,22,2
rf_dNone_fsqrt,rf,1.0,1.0,0.959,agaricus_lepiota,1,5000,22,2
rf_dNone_f0.3,rf,1.0,1.0,1.005,agaricus_lepiota,1,5000,22,2
rf_dNone_f0.7,rf,1.0,1.0,1.146,agaricus_lepiota,1,5000,22,2
rf_d4_fsqrt,rf,0.9986840788937028,0.9993818864517718,0.867,agaricus_lepiota,1,5000,22,2
rf_d4_f0.3,rf,0.9988969862071972,0.9994229230358865,0.906,agaricus_lepiota,1,5000,22,2
rf_d4_f0.7,rf,0.9988405529433795,0.9992946837105279,1.062,agaricus_lepiota,1,5000,22,2
rf_d8_fsqrt,rf,1.0,1.0,0.925,agaricus_lepiota,1,5000,22,2
rf_d8_f0.3,rf,1.0,1.0,1.015,agaricus_lepiota,1,5000,22,2
rf_d8_f0.7,rf,1.0,1.0,1.305,agaricus_lepiota,1,5000,22,2
rf_d16_fsqrt,rf,1.0,1.0,0.922,agaricus_lepiota,1,5000,22,2
rf_d16_f0.3,rf,1.0,1.0,1.045,agaricus_lepiota,1,5000,22,2
rf_d16_f0.7,rf,1.0,1.0,1.244,agaricus_lepiota,1,5000,22,2
et_dNone_fsqrt,et,1.0,1.0,0.754,agaricus_lepiota,1,5000,22,2
et_dNone_f0.5,et,1.0,1.0,0.925,agaricus_lepiota,1,5000,22,2
et_d8_fsqrt,et,1.0,1.0,0.74,agaricus_lepiota,1,5000,22,2
et_d8_f0.5,et,1.0,1.0,0.921,agaricus_lepiota,1,5000,22,2
hgb_lr0.03_ln15_l20.0,gbdt,1.0,1.0,0.863,agaricus_lepiota,1,5000,22,2
hgb_lr0.03_ln15_l21.0,gbdt,1.0,1.0,0.687,agaricus_lepiota,1,5000,22,2
hgb_lr0.03_ln31_l20.0,gbdt,1.0,1.0,1.232,agaricus_lepiota,1,5000,22,2
hgb_lr0.03_ln31_l21.0,gbdt,1.0,1.0,0.636,agaricus_lepiota,1,5000,22,2
hgb_lr0.03_ln63_l20.0,gbdt,1.0,1.0,1.415,agaricus_lepiota,1,5000,22,2
hgb_lr0.03_ln63_l21.0,gbdt,1.0,1.0,0.699,agaricus_lepiota,1,5000,22,2
hgb_lr0.1_ln15_l20.0,gbdt,1.0,1.0,0.54,agaricus_lepiota,1,5000,22,2
hgb_lr0.1_ln15_l21.0,gbdt,1.0,1.0,0.773,agaricus_lepiota,1,5000,22,2
hgb_lr0.1_ln31_l20.0,gbdt,1.0,1.0,0.77,agaricus_lepiota,1,5000,22,2
hgb_lr0.1_ln31_l21.0,gbdt,1.0,1.0,0.822,agaricus_lepiota,1,5000,22,2
hgb_lr0.1_ln63_l20.0,gbdt,1.0,1.0,0.762,agaricus_lepiota,1,5000,22,2
hgb_lr0.1_ln63_l21.0,gbdt,1.0,1.0,0.808,agaricus_lepiota,1,5000,22,2
hgb_lr0.3_ln15_l20.0,gbdt,1.0,1.0,0.222,agaricus_lepiota,1,5000,22,2
hgb_lr0.3_ln15_l21.0,gbdt,1.0,1.0,0.634,agaricus_lepiota,1,5000,22,2
hgb_lr0.3_ln31_l20.0,gbdt,1.0,1.0,0.43,agaricus_lepiota,1,5000,22,2
hgb_lr0.3_ln31_l21.0,gbdt,1.0,1.0,0.601,agaricus_lepiota,1,5000,22,2
hgb_lr0.3_ln63_l20.0,gbdt,1.0,1.0,0.473,agaricus_lepiota,1,5000,22,2
hgb_lr0.3_ln63_l21.0,gbdt,1.0,1.0,0.842,agaricus_lepiota,1,5000,22,2
knn1_std,knn,1.0,1.0,0.052,agaricus_lepiota,1,5000,22,2
knn1_quant,knn,1.0,0.9991638795986622,0.167,agaricus_lepiota,1,5000,22,2
knn5_std,knn,1.0,1.0,0.084,agaricus_lepiota,1,5000,22,2
knn5_quant,knn,1.0,1.0,0.195,agaricus_lepiota,1,5000,22,2
knn15_std,knn,0.999924328123517,0.9998114881917229,0.124,agaricus_lepiota,1,5000,22,2
knn15_quant,knn,0.9999884568324009,0.9999897408539713,0.236,agaricus_lepiota,1,5000,22,2
knn31_std,knn,0.9994561885486648,0.9993857336315326,0.154,agaricus_lepiota,1,5000,22,2
knn31_quant,knn,0.999638314081895,0.9998025114389478,0.307,agaricus_lepiota,1,5000,22,2
svc_C0.1,svm,0.9991458055976667,0.9992228696883271,1.245,agaricus_lepiota,1,5000,22,2
svc_C1,svm,1.0,1.0,0.542,agaricus_lepiota,1,5000,22,2
svc_C10,svm,1.0,1.0,0.5,agaricus_lepiota,1,5000,22,2
"mlp_(64,)_a0.0001",mlp,1.0,1.0,2.145,agaricus_lepiota,1,5000,22,2
"mlp_(64,)_a0.01",mlp,1.0,1.0,1.839,agaricus_lepiota,1,5000,22,2
"mlp_(128, 64)_a0.0001",mlp,1.0,1.0,1.684,agaricus_lepiota,1,5000,22,2
"mlp_(128, 64)_a0.01",mlp,1.0,1.0,1.804,agaricus_lepiota,1,5000,22,2
gaussiannb,nb,0.9515494778640523,0.9536722613209675,0.033,agaricus_lepiota,1,5000,22,2
dt_d3,tree,0.9793556860361019,0.9820131522252088,0.026,agaricus_lepiota,1,5000,22,2
dt_d6,tree,0.9997486154611752,0.9998691958881343,0.026,agaricus_lepiota,1,5000,22,2
dt_dNone,tree,0.998468606431853,0.9992331288343559,0.028,agaricus_lepiota,1,5000,22,2
logreg_C0.01_std,linear,0.965636990376921,0.9636646735463946,0.04,agaricus_lepiota,2,5000,22,2
logreg_C0.01_quant,linear,0.962159139873197,0.9551252946714173,0.166,agaricus_lepiota,2,5000,22,2
logreg_C0.1_std,linear,0.9761628742023514,0.9747922871119251,0.053,agaricus_lepiota,2,5000,22,2
logreg_C0.1_quant,linear,0.9701407554835136,0.9591371866991928,0.253,agaricus_lepiota,2,5000,22,2
logreg_C1_std,linear,0.9831237047828139,0.982441559507594,0.026,agaricus_lepiota,2,5000,22,2
logreg_C1_quant,linear,0.9748881753082873,0.9625898763855008,0.177,agaricus_lepiota,2,5000,22,2
logreg_C10_std,linear,0.9898152327800234,0.9885594383351161,0.056,agaricus_lepiota,2,5000,22,2
logreg_C10_quant,linear,0.976965652379096,0.9595912179580908,0.239,agaricus_lepiota,2,5000,22,2
logreg_C100_std,linear,0.9907282967765764,0.9893520691769209,0.027,agaricus_lepiota,2,5000,22,2
logreg_C100_quant,linear,0.9774760448940231,0.9600452492169884,0.183,agaricus_lepiota,2,5000,22,2
rf_dNone_fsqrt,rf,1.0,1.0,0.835,agaricus_lepiota,2,5000,22,2
rf_dNone_f0.3,rf,1.0,1.0,0.882,agaricus_lepiota,2,5000,22,2
rf_dNone_f0.7,rf,1.0,1.0,1.57,agaricus_lepiota,2,5000,22,2
rf_d4_fsqrt,rf,0.9990971951494758,0.9988020757180491,0.983,agaricus_lepiota,2,5000,22,2
rf_d4_f0.3,rf,0.9991382317335905,0.9988636392785777,1.016,agaricus_lepiota,2,5000,22,2
rf_d4_f0.7,rf,0.9993562385867001,0.999089372333849,1.087,agaricus_lepiota,2,5000,22,2
rf_d8_fsqrt,rf,1.0,1.0,0.986,agaricus_lepiota,2,5000,22,2
rf_d8_f0.3,rf,1.0,1.0,0.988,agaricus_lepiota,2,5000,22,2
rf_d8_f0.7,rf,1.0,1.0,1.26,agaricus_lepiota,2,5000,22,2
rf_d16_fsqrt,rf,1.0,1.0,0.925,agaricus_lepiota,2,5000,22,2
rf_d16_f0.3,rf,1.0,1.0,0.97,agaricus_lepiota,2,5000,22,2
rf_d16_f0.7,rf,1.0,1.0,1.314,agaricus_lepiota,2,5000,22,2
et_dNone_fsqrt,et,1.0,1.0,0.781,agaricus_lepiota,2,5000,22,2
et_dNone_f0.5,et,1.0,1.0,1.073,agaricus_lepiota,2,5000,22,2
et_d8_fsqrt,et,1.0,1.0,0.921,agaricus_lepiota,2,5000,22,2
et_d8_f0.5,et,1.0,1.0,0.949,agaricus_lepiota,2,5000,22,2
hgb_lr0.03_ln15_l20.0,gbdt,1.0,1.0,0.901,agaricus_lepiota,2,5000,22,2
hgb_lr0.03_ln15_l21.0,gbdt,0.9999923056404785,1.0,0.811,agaricus_lepiota,2,5000,22,2
hgb_lr0.03_ln31_l20.0,gbdt,1.0,1.0,0.943,agaricus_lepiota,2,5000,22,2
hgb_lr0.03_ln31_l21.0,gbdt,0.9999923056404785,1.0,0.813,agaricus_lepiota,2,5000,22,2
hgb_lr0.03_ln63_l20.0,gbdt,1.0,1.0,1.226,agaricus_lepiota,2,5000,22,2
hgb_lr0.03_ln63_l21.0,gbdt,0.9999923056404785,1.0,0.859,agaricus_lepiota,2,5000,22,2
hgb_lr0.1_ln15_l20.0,gbdt,1.0,0.9999999999999999,0.296,agaricus_lepiota,2,5000,22,2
hgb_lr0.1_ln15_l21.0,gbdt,0.9999923056404785,1.0,0.243,agaricus_lepiota,2,5000,22,2
hgb_lr0.1_ln31_l20.0,gbdt,1.0,1.0,0.593,agaricus_lepiota,2,5000,22,2
hgb_lr0.1_ln31_l21.0,gbdt,0.9999923056404785,1.0,0.286,agaricus_lepiota,2,5000,22,2
hgb_lr0.1_ln63_l20.0,gbdt,1.0,1.0,0.448,agaricus_lepiota,2,5000,22,2
hgb_lr0.1_ln63_l21.0,gbdt,0.9999923056404785,1.0,0.383,agaricus_lepiota,2,5000,22,2
hgb_lr0.3_ln15_l20.0,gbdt,1.0,1.0,0.228,agaricus_lepiota,2,5000,22,2
hgb_lr0.3_ln15_l21.0,gbdt,1.0,1.0,0.237,agaricus_lepiota,2,5000,22,2
hgb_lr0.3_ln31_l20.0,gbdt,1.0,1.0,0.222,agaricus_lepiota,2,5000,22,2
hgb_lr0.3_ln31_l21.0,gbdt,1.0,1.0,0.297,agaricus_lepiota,2,5000,22,2
hgb_lr0.3_ln63_l20.0,gbdt,1.0,0.9999999999999999,0.322,agaricus_lepiota,2,5000,22,2
hgb_lr0.3_ln63_l21.0,gbdt,1.0,1.0,0.277,agaricus_lepiota,2,5000,22,2
knn1_std,knn,1.0,0.9991624790619765,0.086,agaricus_lepiota,2,5000,22,2
knn1_quant,knn,0.9969325153374233,0.9992343032159264,0.238,agaricus_lepiota,2,5000,22,2
knn5_std,knn,0.9998756078544022,0.999144523023489,0.119,agaricus_lepiota,2,5000,22,2
knn5_quant,knn,0.9984303506576112,0.9999910219807562,0.214,agaricus_lepiota,2,5000,22,2
knn15_std,knn,0.999402404743829,0.9989200725423955,0.122,agaricus_lepiota,2,5000,22,2
knn15_quant,knn,0.999774298787369,0.9999486970328929,0.226,agaricus_lepiota,2,5000,22,2
knn31_std,knn,0.9986009089603382,0.9991496533201998,0.153,agaricus_lepiota,2,5000,22,2
knn31_quant,knn,0.9994318997886618,0.9997422025902868,0.299,agaricus_lepiota,2,5000,22,2
svc_C0.1,svm,0.9981584832878512,0.9985686472177119,1.173,agaricus_lepiota,2,5000,22,2
svc_C1,svm,0.9999333155508134,0.9999846091098679,0.804,agaricus_lepiota,2,5000,22,2
svc_C10,svm,1.0,1.0,0.566,agaricus_lepiota,2,5000,22,2
"mlp_(64,)_a0.0001",mlp,1.0,1.0,2.09,agaricus_lepiota,2,5000,22,2
"mlp_(64,)_a0.01",mlp,1.0,1.0,2.032,agaricus_lepiota,2,5000,22,2
"mlp_(128, 64)_a0.0001",mlp,1.0,1.0,2.237,agaricus_lepiota,2,5000,22,2
"mlp_(128, 64)_a0.01",mlp,1.0,1.0,2.055,agaricus_lepiota,2,5000,22,2
gaussiannb,nb,0.9517743193056609,0.9357943366654611,0.034,agaricus_lepiota,2,5000,22,2
dt_d3,tree,0.9844920183843897,0.975520789244846,0.014,agaricus_lepiota,2,5000,22,2
dt_d6,tree,0.9992844245644992,0.9993766689496487,0.014,agaricus_lepiota,2,5000,22,2
dt_dNone,tree,0.9984662576687117,0.998468606431853,0.013,agaricus_lepiota,2,5000,22,2
logreg_C0.01_std,linear,0.9833358444134744,0.984016974901754,0.018,chess,0,3196,36,2
logreg_C0.01_quant,linear,0.9889010257762376,0.9904076738609113,0.235,chess,0,3196,36,2
logreg_C0.1_std,linear,0.988904164626414,0.9892149107938779,0.017,chess,0,3196,36,2
logreg_C0.1_quant,linear,0.9904704508644393,0.9924730372769847,0.202,chess,0,3196,36,2
logreg_C1_std,linear,0.9901659823973282,0.991719713234648,0.024,chess,0,3196,36,2
logreg_C1_quant,linear,0.9917636571371176,0.994023629264128,0.176,chess,0,3196,36,2
logreg_C10_std,linear,0.9917730736876468,0.9938227428528381,0.059,chess,0,3196,36,2
logreg_C10_quant,linear,0.9925985912840407,0.9947643979057592,0.195,chess,0,3196,36,2
logreg_C100_std,linear,0.9926142855349229,0.9946953432018784,0.029,chess,0,3196,36,2
logreg_C100_quant,linear,0.9930945296119126,0.9949527289163433,0.165,chess,0,3196,36,2
rf_dNone_fsqrt,rf,0.9980005524376311,0.9981826057478624,1.18,chess,0,3196,36,2
rf_dNone_f0.3,rf,0.9985906562707949,0.9988386254347308,0.866,chess,0,3196,36,2
rf_dNone_f0.7,rf,0.997953469684985,0.9994695343201878,1.008,chess,0,3196,36,2
rf_d4_fsqrt,rf,0.9898897635818047,0.991261441108893,0.786,chess,0,3196,36,2
rf_d4_f0.3,rf,0.9932043893680866,0.9933770261277889,0.86,chess,0,3196,36,2
rf_d4_f0.7,rf,0.9912269137569526,0.9908753625371953,1.163,chess,0,3196,36,2
rf_d8_fsqrt,rf,0.9960795761296721,0.995649553655505,0.895,chess,0,3196,36,2
rf_d8_f0.3,rf,0.9964813489522517,0.9963589337953721,0.919,chess,0,3196,36,2
rf_d8_f0.7,rf,0.9986722663753813,0.9986189059223824,1.055,chess,0,3196,36,2
rf_d16_fsqrt,rf,0.998264215852449,0.9985498512185017,1.109,chess,0,3196,36,2
rf_d16_f0.3,rf,0.9986659886750285,0.9988229311838488,1.082,chess,0,3196,36,2
rf_d16_f0.7,rf,0.997953469684985,0.9994695343201878,1.212,chess,0,3196,36,2
et_dNone_fsqrt,et,0.9980131078383366,0.9987099325774982,0.951,chess,0,3196,36,2
et_dNone_f0.5,et,0.9980256632390423,0.9995166170728339,0.973,chess,0,3196,36,2
et_d8_fsqrt,et,0.9962992956420205,0.9958755508682059,0.681,chess,0,3196,36,2
et_d8_f0.5,et,0.9979566085351613,0.9979314977337502,0.993,chess,0,3196,36,2
hgb_lr0.03_ln15_l20.0,gbdt,0.9987978203824375,0.9983740756086231,0.809,chess,0,3196,36,2
hgb_lr0.03_ln15_l21.0,gbdt,0.9983834921591523,0.9979503308348086,0.798,chess,0,3196,36,2
hgb_lr0.03_ln31_l20.0,gbdt,0.9988229311838488,0.9981229675945107,1.266,chess,0,3196,36,2
hgb_lr0.03_ln31_l21.0,gbdt,0.9984964907655027,0.9978593041796928,0.957,chess,0,3196,36,2
hgb_lr0.03_ln63_l20.0,gbdt,0.9988857081873768,0.9981920222983918,1.359,chess,0,3196,36,2
hgb_lr0.03_ln63_l21.0,gbdt,0.9984964907655027,0.9978593041796928,1.024,chess,0,3196,36,2
hgb_lr0.1_ln15_l20.0,gbdt,0.9988668750863184,0.9990803168983138,0.887,chess,0,3196,36,2
hgb_lr0.1_ln15_l21.0,gbdt,0.9983018820545658,0.9985718231697365,0.855,chess,0,3196,36,2
hgb_lr0.1_ln31_l20.0,gbdt,0.9988919858877295,0.9991493716021946,1.258,chess,0,3196,36,2
hgb_lr0.1_ln31_l21.0,gbdt,0.9988731527866712,0.9987664318806735,1.2,chess,0,3196,36,2
hgb_lr0.1_ln63_l20.0,gbdt,0.9989045412884352,0.9989045412884352,1.628,chess,0,3196,36,2
hgb_lr0.1_ln63_l21.0,gbdt,0.998747598779615,0.9986973771767926,0.976,chess,0,3196,36,2
hgb_lr0.3_ln15_l20.0,gbdt,0.9987350433789095,0.9993063141110149,0.7,chess,0,3196,36,2
hgb_lr0.3_ln15_l21.0,gbdt,0.9984462691626803,0.9989045412884353,0.403,chess,0,3196,36,2
hgb_lr0.3_ln31_l20.0,gbdt,0.9987538764799678,0.9990489283965498,0.477,chess,0,3196,36,2
hgb_lr0.3_ln31_l21.0,gbdt,0.9989233743894936,0.9991682047032531,0.714,chess,0,3196,36,2
hgb_lr0.3_ln63_l20.0,gbdt,0.9988543196856127,0.9992498148078396,0.922,chess,0,3196,36,2
hgb_lr0.3_ln63_l21.0,gbdt,0.9988982635880823,0.9990552060969027,0.568,chess,0,3196,36,2
knn1_std,knn,0.8864834833703719,0.8955359272791191,0.062,chess,0,3196,36,2
knn1_quant,knn,0.8820074830188206,0.8879022436501061,0.198,chess,0,3196,36,2
knn5_std,knn,0.9623934360365112,0.9700396750662298,0.058,chess,0,3196,36,2
knn5_quant,knn,0.9699580649616433,0.9764617625271512,0.194,chess,0,3196,36,2
knn15_std,knn,0.9704696975403969,0.9697854282019409,0.1,chess,0,3196,36,2
knn15_quant,knn,0.9777549687998294,0.9793526435396185,0.206,chess,0,3196,36,2
knn31_std,knn,0.9664299973633659,0.9697163734980602,0.086,chess,0,3196,36,2
knn31_quant,knn,0.965808505028438,0.9778114681030046,0.22,chess,0,3196,36,2
svc_C0.1,svm,0.9743932602609012,0.9803696309967733,1.534,chess,0,3196,36,2
svc_C1,svm,0.9953293909375118,0.9949464512159906,0.954,chess,0,3196,36,2
svc_C10,svm,0.9979158034828682,0.9988825693372003,0.818,chess,0,3196,36,2
"mlp_(64,)_a0.0001",mlp,0.9943186811807099,0.9976333069669918,1.977,chess,0,3196,36,2
"mlp_(64,)_a0.01",mlp,0.9943689027835324,0.9977023616708727,1.812,chess,0,3196,36,2
"mlp_(128, 64)_a0.0001",mlp,0.9954675003452735,0.9987193491280275,1.927,chess,0,3196,36,2
"mlp_(128, 64)_a0.01",mlp,0.9954361118435096,0.998700516026969,1.509,chess,0,3196,36,2
gaussiannb,nb,0.9189674438459702,0.9320784210328072,0.024,chess,0,3196,36,2
dt_d3,tree,0.9409456727811469,0.933484625911836,0.026,chess,0,3196,36,2
dt_d6,tree,0.9860352555651815,0.9874320438936809,0.029,chess,0,3196,36,2
dt_dNone,tree,0.991277135359775,0.9913869951159492,0.013,chess,0,3196,36,2
logreg_C0.01_std,linear,0.9775886097404799,0.9883082796468623,0.019,chess,1,3196,36,2
logreg_C0.01_quant,linear,0.9887880271698872,0.9953660098707757,0.237,chess,1,3196,36,2
logreg_C0.1_std,linear,0.9883736989466019,0.9948385638398072,0.017,chess,1,3196,36,2
logreg_C0.1_quant,linear,0.9933205268246137,0.9963643898579664,0.186,chess,1,3196,36,2
logreg_C1_std,linear,0.9929313094027397,0.9961885745143101,0.022,chess,1,3196,36,2
logreg_C1_quant,linear,0.9956369982547992,0.9963832272162152,0.165,chess,1,3196,36,2
logreg_C10_std,linear,0.9954110010420982,0.9963895063356315,0.053,chess,1,3196,36,2
logreg_C10_quant,linear,0.9960952703805542,0.9964774140074596,0.243,chess,1,3196,36,2
logreg_C100_std,linear,0.9962271020879632,0.9965590425598714,0.021,chess,1,3196,36,2
logreg_C100_quant,linear,0.9962459351890216,0.9964836931268758,0.183,chess,1,3196,36,2
rf_dNone_fsqrt,rf,0.9985121850163847,0.9979561466299967,1.047,chess,1,3196,36,2
rf_dNone_f0.3,rf,0.9992121486057227,0.9989074332215649,0.985,chess,1,3196,36,2
rf_dNone_f0.7,rf,0.9997708639371224,0.9983109168770172,1.08,chess,1,3196,36,2
rf_d4_fsqrt,rf,0.9881351463331952,0.9933566916575619,0.791,chess,1,3196,36,2
rf_d4_f0.3,rf,0.9926613682875688,0.9958589207449546,0.816,chess,1,3196,36,2
rf_d4_f0.7,rf,0.9902978141047372,0.9940819299501438,0.953,chess,1,3196,36,2
rf_d8_fsqrt,rf,0.995775107662561,0.9976830049353879,0.873,chess,1,3196,36,2
rf_d8_f0.3,rf,0.9964468216003114,0.9980911476974469,0.907,chess,1,3196,36,2
rf_d8_f0.7,rf,0.9995291724735396,0.9994537166107826,1.012,chess,1,3196,36,2
rf_d16_fsqrt,rf,0.9985121850163848,0.9981288224139446,1.142,chess,1,3196,36,2
rf_d16_f0.3,rf,0.9992498148078396,0.9989451079380627,1.014,chess,1,3196,36,2
rf_d16_f0.7,rf,0.9997708639371224,0.9983109168770172,1.332,chess,1,3196,36,2
et_dNone_fsqrt,et,0.998443130312504,0.9969169523666002,1.204,chess,1,3196,36,2
