name,family,val,test,fit_s,dataset,seed,n,d,n_classes
logreg_C10_std,linear,0.8342921249746947,0.8275580898396203,0.034,magic,1,5000,10,2
logreg_C10_quant,linear,0.8520480464268844,0.8495962390624648,0.095,magic,1,5000,10,2
logreg_C100_std,linear,0.8343089952088535,0.8275412196054615,0.038,magic,1,5000,10,2
logreg_C100_quant,linear,0.8520452347211912,0.8495849922396923,0.087,magic,1,5000,10,2
rf_dNone_fsqrt,rf,0.9157191218480779,0.9241907911015139,3.143,magic,1,5000,10,2
rf_dNone_f0.3,rf,0.9157191218480779,0.9241907911015139,2.803,magic,1,5000,10,2
rf_dNone_f0.7,rf,0.9107002271858201,0.9226317002946667,5.708,magic,1,5000,10,2
rf_d4_fsqrt,rf,0.8756101401354117,0.8809594102166138,1.735,magic,1,5000,10,2
rf_d4_f0.3,rf,0.8756101401354117,0.8809594102166138,1.427,magic,1,5000,10,2
rf_d4_f0.7,rf,0.8769822525136649,0.883622095508019,2.482,magic,1,5000,10,2
rf_d8_fsqrt,rf,0.9016577816766763,0.909668331196437,2.563,magic,1,5000,10,2
rf_d8_f0.3,rf,0.9016577816766763,0.909668331196437,2.514,magic,1,5000,10,2
rf_d8_f0.7,rf,0.9031268979013428,0.9169422138245946,4.46,magic,1,5000,10,2
rf_d16_fsqrt,rf,0.9147898531164946,0.9244354094968171,3.485,magic,1,5000,10,2
rf_d16_f0.3,rf,0.9147898531164946,0.9244354094968171,3.12,magic,1,5000,10,2
rf_d16_f0.7,rf,0.9107648964167621,0.9228931889241289,16.918,magic,1,5000,10,2
et_dNone_fsqrt,et,0.9127977596329038,0.916891603122118,3.486,magic,1,5000,10,2
et_dNone_f0.5,et,0.9142471939177182,0.9171404390759611,6.68,magic,1,5000,10,2
et_d8_fsqrt,et,0.884346109724003,0.8889432485322896,5.72,magic,1,5000,10,2
et_d8_f0.5,et,0.8857997615673572,0.8904278291382685,3.244,magic,1,5000,10,2
hgb_lr0.03_ln15_l20.0,gbdt,0.9055548057673707,0.9182918325573024,2.158,magic,1,5000,10,2
hgb_lr0.03_ln15_l21.0,gbdt,0.9039858739905976,0.9190622399172232,2.156,magic,1,5000,10,2
hgb_lr0.03_ln31_l20.0,gbdt,0.9058148885439863,0.9208954720291516,2.342,magic,1,5000,10,2
hgb_lr0.03_ln31_l21.0,gbdt,0.9030102121150774,0.9206621004566209,2.223,magic,1,5000,10,2
hgb_lr0.03_ln63_l20.0,gbdt,0.9036330049261083,0.9165345164990891,2.708,magic,1,5000,10,2
hgb_lr0.03_ln63_l21.0,gbdt,0.901851789369503,0.9177801021211508,2.033,magic,1,5000,10,2
hgb_lr0.1_ln15_l20.0,gbdt,0.9031226803428032,0.9196583215241694,0.595,magic,1,5000,10,2
hgb_lr0.1_ln15_l21.0,gbdt,0.9068060148008188,0.9203415660076031,0.667,magic,1,5000,10,2
hgb_lr0.1_ln31_l20.0,gbdt,0.9057361607845784,0.9184436646647322,0.492,magic,1,5000,10,2
hgb_lr0.1_ln31_l21.0,gbdt,0.9059878084441146,0.9194952425939673,0.574,magic,1,5000,10,2
hgb_lr0.1_ln63_l20.0,gbdt,0.9032281193062959,0.914886856962908,0.574,magic,1,5000,10,2
hgb_lr0.1_ln63_l21.0,gbdt,0.9064306520907842,0.9200941359066065,0.797,magic,1,5000,10,2
hgb_lr0.3_ln15_l20.0,gbdt,0.9036006703106373,0.9121046741795443,0.182,magic,1,5000,10,2
hgb_lr0.3_ln15_l21.0,gbdt,0.9072376116247161,0.9199647974447218,0.228,magic,1,5000,10,2
hgb_lr0.3_ln31_l20.0,gbdt,0.9063617653013024,0.9161015138223453,0.269,magic,1,5000,10,2
hgb_lr0.3_ln31_l21.0,gbdt,0.9021076545875789,0.9169084733562769,0.285,magic,1,5000,10,2
hgb_lr0.3_ln63_l20.0,gbdt,0.9066682412218549,0.9057263198146523,0.455,magic,1,5000,10,2
hgb_lr0.3_ln63_l21.0,gbdt,0.9013063184650337,0.9156741345569877,0.546,magic,1,5000,10,2
knn1_std,knn,0.7619328789616933,0.7433840565040376,0.272,magic,1,5000,10,2
knn1_quant,knn,0.7583282722630856,0.7447955327619947,0.362,magic,1,5000,10,2
knn5_std,knn,0.8544323728546686,0.8455319184830284,0.269,magic,1,5000,10,2
knn5_quant,knn,0.8665522302449558,0.8504903614728839,0.307,magic,1,5000,10,2
knn15_std,knn,0.8710270598555908,0.8609836471196887,0.362,magic,1,5000,10,2
knn15_quant,knn,0.8861357603976877,0.8800765346289674,0.222,magic,1,5000,10,2
knn31_std,knn,0.8793454911487504,0.861038475380705,0.543,magic,1,5000,10,2
knn31_quant,knn,0.88463430955755,0.8881531592325168,0.474,magic,1,5000,10,2
svc_C0.1,svm,0.875999561373912,0.8753880153856536,3.947,magic,1,5000,10,2
svc_C1,svm,0.8951374361742808,0.8998428256517534,2.474,magic,1,5000,10,2
svc_C10,svm,0.8988067121038306,0.905717884697573,2.293,magic,1,5000,10,2
"mlp_(64,)_a0.0001",mlp,0.9073964729963785,0.9161071372337314,4.135,magic,1,5000,10,2
"mlp_(64,)_a0.01",mlp,0.9072193355377105,0.916236475695616,4.051,magic,1,5000,10,2
"mlp_(128, 64)_a0.0001",mlp,0.9030059945565378,0.9011516746519108,10.62,magic,1,5000,10,2
"mlp_(128, 64)_a0.01",mlp,0.9028864970645792,0.907067503430281,10.427,magic,1,5000,10,2
gaussiannb,nb,0.7588357851406977,0.7419486807476887,0.027,magic,1,5000,10,2
dt_d3,tree,0.8314059090806847,0.8288374159299997,0.038,magic,1,5000,10,2
dt_d6,tree,0.847446690060058,0.8566775198506421,0.052,magic,1,5000,10,2
dt_dNone,tree,0.7770008097712396,0.7778864970645794,0.081,magic,1,5000,10,2
logreg_C0.01_std,linear,0.8304091594124658,0.842268514218323,0.028,magic,2,5000,10,2
logreg_C0.01_quant,linear,0.8444114537643115,0.8580503882842032,0.101,magic,2,5000,10,2
logreg_C0.1_std,linear,0.8323998470432102,0.8449706007357557,0.031,magic,2,5000,10,2
logreg_C0.1_quant,linear,0.8497902467552916,0.863409526543778,0.103,magic,2,5000,10,2
logreg_C1_std,linear,0.8322255212902355,0.844463959513737,0.017,magic,2,5000,10,2
logreg_C1_quant,linear,0.8497115189958836,0.8637782487664695,0.09,magic,2,5000,10,2
logreg_C10_std,linear,0.8320455721258744,0.8443457432285993,0.036,magic,2,5000,10,2
logreg_C10_quant,linear,0.8496159210023169,0.8636684765016986,0.126,magic,2,5000,10,2
logreg_C100_std,linear,0.8320287018917156,0.8443007084533087,0.021,magic,2,5000,10,2
logreg_C100_quant,linear,0.8496074858852374,0.863665661828243,0.147,magic,2,5000,10,2
rf_dNone_fsqrt,rf,0.9090174213284746,0.9323253987688618,3.633,magic,2,5000,10,2
rf_dNone_f0.3,rf,0.9090174213284746,0.9323253987688618,3.438,magic,2,5000,10,2
rf_dNone_f0.7,rf,0.9029722540882201,0.9286001784502971,5.732,magic,2,5000,10,2
rf_d4_fsqrt,rf,0.8839946465123601,0.896297578536426,1.442,magic,2,5000,10,2
rf_d4_f0.3,rf,0.8839946465123601,0.896297578536426,1.408,magic,2,5000,10,2
rf_d4_f0.7,rf,0.8760389252536158,0.8919334273434267,2.484,magic,2,5000,10,2
rf_d8_fsqrt,rf,0.9050655689767639,0.9241304770027107,2.835,magic,2,5000,10,2
rf_d8_f0.3,rf,0.9050655689767639,0.9241304770027107,2.404,magic,2,5000,10,2
rf_d8_f0.7,rf,0.903794678003464,0.9244203883686434,4.057,magic,2,5000,10,2
rf_d16_fsqrt,rf,0.909631779022426,0.9334470461409421,2.774,magic,2,5000,10,2
rf_d16_f0.3,rf,0.909631779022426,0.9334470461409421,3.181,magic,2,5000,10,2
rf_d16_f0.7,rf,0.9032295251591426,0.9287915762452819,6.25,magic,2,5000,10,2
et_dNone_fsqrt,et,0.907427401759003,0.9323366574626846,1.386,magic,2,5000,10,2
et_dNone_f0.5,et,0.9071673189823874,0.9315752882929287,1.645,magic,2,5000,10,2
et_d8_fsqrt,et,0.888932001709517,0.9041462954675313,0.733,magic,2,5000,10,2
et_d8_f0.5,et,0.8876358053849787,0.9065809880066764,0.827,magic,2,5000,10,2
hgb_lr0.03_ln15_l20.0,gbdt,0.9074217783476168,0.9272069150897458,0.884,magic,2,5000,10,2
hgb_lr0.03_ln15_l21.0,gbdt,0.9096992599590616,0.9283468578392877,0.803,magic,2,5000,10,2
hgb_lr0.03_ln31_l20.0,gbdt,0.9032070315135974,0.9245104579192245,0.983,magic,2,5000,10,2
hgb_lr0.03_ln31_l21.0,gbdt,0.9041573880378794,0.9266664977862594,1.17,magic,2,5000,10,2
hgb_lr0.03_ln63_l20.0,gbdt,0.8970690779854692,0.9220166572375106,1.17,magic,2,5000,10,2
hgb_lr0.03_ln63_l21.0,gbdt,0.896509548552534,0.927322316701428,1.511,magic,2,5000,10,2
hgb_lr0.1_ln15_l20.0,gbdt,0.9098370335380254,0.925580033832375,0.341,magic,2,5000,10,2
hgb_lr0.1_ln15_l21.0,gbdt,0.9078941449040647,0.9249157708968394,0.343,magic,2,5000,10,2
hgb_lr0.1_ln31_l20.0,gbdt,0.903097374991565,0.9226724761526792,0.476,magic,2,5000,10,2
hgb_lr0.1_ln31_l21.0,gbdt,0.9045200980722945,0.9240432221255851,0.518,magic,2,5000,10,2
hgb_lr0.1_ln63_l20.0,gbdt,0.8963914569134221,0.921625417627174,0.512,magic,2,5000,10,2
hgb_lr0.1_ln63_l21.0,gbdt,0.8987701599298198,0.9234746580875419,0.444,magic,2,5000,10,2
hgb_lr0.3_ln15_l20.0,gbdt,0.9020036214769327,0.921343950281608,0.209,magic,2,5000,10,2
hgb_lr0.3_ln15_l21.0,gbdt,0.902028926828171,0.9217520779326787,0.215,magic,2,5000,10,2
hgb_lr0.3_ln31_l20.0,gbdt,0.8987420428728884,0.9178227937885787,0.131,magic,2,5000,10,2
hgb_lr0.3_ln31_l21.0,gbdt,0.8996249184605348,0.9206796873460725,0.136,magic,2,5000,10,2
hgb_lr0.3_ln63_l20.0,gbdt,0.8922582495445036,0.919049991415246,0.28,magic,2,5000,10,2
hgb_lr0.3_ln63_l21.0,gbdt,0.8990682007332929,0.9185489795401387,0.214,magic,2,5000,10,2
knn1_std,knn,0.7368046651820861,0.7349379786704044,0.115,magic,2,5000,10,2
knn1_quant,knn,0.7616629552151517,0.7713514091662657,0.103,magic,2,5000,10,2
knn5_std,knn,0.8520564815439639,0.8507336446362176,0.16,magic,2,5000,10,2
knn5_quant,knn,0.8513633960906044,0.8696595089520689,0.145,magic,2,5000,10,2
knn15_std,knn,0.8729179319342285,0.8817471241073966,0.213,magic,2,5000,10,2
knn15_quant,knn,0.8791838180713948,0.9058449508980215,0.196,magic,2,5000,10,2
knn31_std,knn,0.87255662775266,0.888985056898624,0.176,magic,2,5000,10,2
knn31_quant,knn,0.8855931011989112,0.907773002215148,0.301,magic,2,5000,10,2
svc_C0.1,svm,0.879176788807162,0.8916350719571268,1.429,magic,2,5000,10,2
svc_C1,svm,0.8976117371842455,0.9170909786901073,1.632,magic,2,5000,10,2
svc_C10,svm,0.9024478709764492,0.914269268550809,1.66,magic,2,5000,10,2
"mlp_(64,)_a0.0001",mlp,0.9119430011021886,0.9272660232323147,4.06,magic,2,5000,10,2
"mlp_(64,)_a0.01",mlp,0.9121791843804126,0.9273110580076053,4.175,magic,2,5000,10,2
"mlp_(128, 64)_a0.0001",mlp,0.9017336977303911,0.922517669112618,9.679,magic,2,5000,10,2
"mlp_(128, 64)_a0.01",mlp,0.9007692826776437,0.9240460367990408,9.094,magic,2,5000,10,2
gaussiannb,nb,0.750773219065614,0.7640332581815521,0.025,magic,2,5000,10,2
dt_d3,tree,0.8193535326270329,0.8275590307390488,0.04,magic,2,5000,10,2
dt_d6,tree,0.8365386778235148,0.8350671721820194,0.056,magic,2,5000,10,2
dt_dNone,tree,0.7690999167735115,0.7812478010363627,0.086,magic,2,5000,10,2
logreg_C0.01_std,linear,0.9791013262816965,0.9764187327823691,0.053,mushroom,0,5000,22,2
logreg_C0.01_quant,linear,0.978183998524076,0.9752142994426293,0.15,mushroom,0,5000,22,2
logreg_C0.1_std,linear,0.9800340282475452,0.9769491959766801,0.046,mushroom,0,5000,22,2
logreg_C0.1_quant,linear,0.9792653178361315,0.9771849573963739,0.206,mushroom,0,5000,22,2
logreg_C1_std,linear,0.9808078633950352,0.9768876929976296,0.039,mushroom,0,5000,22,2
logreg_C1_quant,linear,0.980192895065904,0.9780075597411749,0.151,mushroom,0,5000,22,2
logreg_C10_std,linear,0.9825144005083739,0.978202319174835,0.041,mushroom,0,5000,22,2
logreg_C10_quant,linear,0.9805541889592686,0.9781203152027675,0.208,mushroom,0,5000,22,2
logreg_C100_std,linear,0.9829013180821188,0.9786302774040618,0.04,mushroom,0,5000,22,2
logreg_C100_quant,linear,0.9807130557776274,0.978274072650394,0.178,mushroom,0,5000,22,2
rf_dNone_fsqrt,rf,1.0,1.0,0.973,mushroom,0,5000,22,2
rf_dNone_f0.3,rf,1.0,1.0,0.963,mushroom,0,5000,22,2
rf_dNone_f0.7,rf,1.0,1.0,0.987,mushroom,0,5000,22,2
rf_d4_fsqrt,rf,0.9999641268474674,0.9998846819142803,0.849,mushroom,0,5000,22,2
rf_d4_f0.3,rf,1.0,1.0,0.821,mushroom,0,5000,22,2
rf_d4_f0.7,rf,1.0,0.9999794990069831,1.027,mushroom,0,5000,22,2
rf_d8_fsqrt,rf,1.0,1.0,0.948,mushroom,0,5000,22,2
rf_d8_f0.3,rf,1.0,1.0,0.993,mushroom,0,5000,22,2
rf_d8_f0.7,rf,1.0,1.0,0.958,mushroom,0,5000,22,2
rf_d16_fsqrt,rf,1.0,1.0,0.822,mushroom,0,5000,22,2
rf_d16_f0.3,rf,1.0,1.0,1.13,mushroom,0,5000,22,2
rf_d16_f0.7,rf,1.0,1.0,1.298,mushroom,0,5000,22,2
et_dNone_fsqrt,et,1.0,1.0,0.684,mushroom,0,5000,22,2
et_dNone_f0.5,et,1.0,1.0,0.794,mushroom,0,5000,22,2
et_d8_fsqrt,et,1.0,1.0,0.901,mushroom,0,5000,22,2
et_d8_f0.5,et,1.0,1.0,0.903,mushroom,0,5000,22,2
hgb_lr0.03_ln15_l20.0,gbdt,1.0,0.9999999999999999,0.88,mushroom,0,5000,22,2
hgb_lr0.03_ln15_l21.0,gbdt,1.0,1.0,0.692,mushroom,0,5000,22,2
hgb_lr0.03_ln31_l20.0,gbdt,1.0,1.0,0.972,mushroom,0,5000,22,2
hgb_lr0.03_ln31_l21.0,gbdt,1.0,1.0,0.889,mushroom,0,5000,22,2
hgb_lr0.03_ln63_l20.0,gbdt,1.0,0.9999999999999999,1.008,mushroom,0,5000,22,2
hgb_lr0.03_ln63_l21.0,gbdt,1.0,1.0,0.758,mushroom,0,5000,22,2
hgb_lr0.1_ln15_l20.0,gbdt,1.0,1.0,0.717,mushroom,0,5000,22,2
hgb_lr0.1_ln15_l21.0,gbdt,1.0,1.0,0.734,mushroom,0,5000,22,2
hgb_lr0.1_ln31_l20.0,gbdt,1.0,1.0,0.948,mushroom,0,5000,22,2
hgb_lr0.1_ln31_l21.0,gbdt,1.0,1.0,0.778,mushroom,0,5000,22,2
hgb_lr0.1_ln63_l20.0,gbdt,1.0,1.0,1.137,mushroom,0,5000,22,2
hgb_lr0.1_ln63_l21.0,gbdt,1.0,1.0,0.734,mushroom,0,5000,22,2
hgb_lr0.3_ln15_l20.0,gbdt,1.0,1.0,0.273,mushroom,0,5000,22,2
hgb_lr0.3_ln15_l21.0,gbdt,1.0,1.0,0.686,mushroom,0,5000,22,2
hgb_lr0.3_ln31_l20.0,gbdt,1.0,1.0,0.383,mushroom,0,5000,22,2
hgb_lr0.3_ln31_l21.0,gbdt,1.0,1.0,0.816,mushroom,0,5000,22,2
hgb_lr0.3_ln63_l20.0,gbdt,1.0,1.0,0.464,mushroom,0,5000,22,2
hgb_lr0.3_ln63_l21.0,gbdt,1.0,1.0,0.808,mushroom,0,5000,22,2
knn1_std,knn,1.0,1.0,0.135,mushroom,0,5000,22,2
knn1_quant,knn,0.9975734374679703,0.9983471074380166,0.208,mushroom,0,5000,22,2
knn5_std,knn,0.9999948752639239,1.0,0.104,mushroom,0,5000,22,2
knn5_quant,knn,0.9999513150072771,0.9999807803190467,0.224,mushroom,0,5000,22,2
knn15_std,knn,0.9997552938523666,0.9998808379780896,0.183,mushroom,0,5000,22,2
knn15_quant,knn,0.9997450443802144,0.9999436222692037,0.315,mushroom,0,5000,22,2
knn31_std,knn,0.9991800422278253,0.9993734384009225,0.193,mushroom,0,5000,22,2
knn31_quant,knn,0.9991608244675398,0.9995233519123583,0.267,mushroom,0,5000,22,2
svc_C0.1,svm,0.9994772769202387,0.9992875904926645,1.065,mushroom,0,5000,22,2
svc_C1,svm,1.0,1.0,0.539,mushroom,0,5000,22,2
svc_C10,svm,1.0,1.0,0.502,mushroom,0,5000,22,2
"mlp_(64,)_a0.0001",mlp,1.0,1.0,1.891,mushroom,0,5000,22,2
"mlp_(64,)_a0.01",mlp,1.0,1.0,1.835,mushroom,0,5000,22,2
"mlp_(128, 64)_a0.0001",mlp,1.0,1.0,1.865,mushroom,0,5000,22,2
"mlp_(128, 64)_a0.01",mlp,1.0,1.0,2.061,mushroom,0,5000,22,2
gaussiannb,nb,0.9387594038906996,0.9474405791530529,0.041,mushroom,0,5000,22,2
dt_d3,tree,0.9817546583850931,0.9818553398680249,0.013,mushroom,0,5000,22,2
dt_d6,tree,1.0,1.0,0.013,mushroom,0,5000,22,2
dt_dNone,tree,1.0,1.0,0.012,mushroom,0,5000,22,2
logreg_C0.01_std,linear,0.9759291146505955,0.9759521759629379,0.028,mushroom,1,5000,22,2
logreg_C0.01_quant,linear,0.9798444130127297,0.9723981714941681,0.223,mushroom,1,5000,22,2
logreg_C0.1_std,linear,0.9798930980054528,0.9788374023737778,0.033,mushroom,1,5000,22,2
logreg_C0.1_quant,linear,0.9812665272738454,0.9724596683270813,0.251,mushroom,1,5000,22,2
logreg_C1_std,linear,0.9810307894143451,0.9791167004899247,0.063,mushroom,1,5000,22,2
logreg_C1_quant,linear,0.9818225611381014,0.9727466535473424,0.194,mushroom,1,5000,22,2
logreg_C10_std,linear,0.980964167845356,0.9796112375212677,0.055,mushroom,1,5000,22,2
logreg_C10_quant,linear,0.9820711108377917,0.9729900785109568,0.158,mushroom,1,5000,22,2
logreg_C100_std,linear,0.9810051657339647,0.9796624848820286,0.056,mushroom,1,5000,22,2
logreg_C100_quant,linear,0.9821966668716562,0.9731796937457722,0.206,mushroom,1,5000,22,2
rf_dNone_fsqrt,rf,1.0,1.0,0.881,mushroom,1,5000,22,2
rf_dNone_f0.3,rf,1.0,1.0,1.017,mushroom,1,5000,22,2
rf_dNone_f0.7,rf,1.0,1.0,1.367,mushroom,1,5000,22,2
rf_d4_fsqrt,rf,0.999833446077527,0.9994772769202387,1.108,mushroom,1,5000,22,2
rf_d4_f0.3,rf,0.9999410655351249,0.9997950105569562,0.876,mushroom,1,5000,22,2
rf_d4_f0.7,rf,0.9999692515835434,0.9998770063341739,1.164,mushroom,1,5000,22,2
rf_d8_fsqrt,rf,1.0,1.0,1.035,mushroom,1,5000,22,2
rf_d8_f0.3,rf,1.0,1.0,1.016,mushroom,1,5000,22,2
rf_d8_f0.7,rf,1.0,1.0,1.199,mushroom,1,5000,22,2
rf_d16_fsqrt,rf,1.0,1.0,0.894,mushroom,1,5000,22,2
rf_d16_f0.3,rf,1.0,1.0,0.94,mushroom,1,5000,22,2
rf_d16_f0.7,rf,1.0,1.0,1.148,mushroom,1,5000,22,2
et_dNone_fsqrt,et,1.0,1.0,0.767,mushroom,1,5000,22,2
et_dNone_f0.5,et,1.0,1.0,0.86,mushroom,1,5000,22,2
et_d8_fsqrt,et,1.0,1.0,0.718,mushroom,1,5000,22,2
et_d8_f0.5,et,1.0,1.0,0.854,mushroom,1,5000,22,2
hgb_lr0.03_ln15_l20.0,gbdt,1.0,1.0,0.742,mushroom,1,5000,22,2
hgb_lr0.03_ln15_l21.0,gbdt,1.0,1.0,0.665,mushroom,1,5000,22,2
hgb_lr0.03_ln31_l20.0,gbdt,1.0,1.0,0.989,mushroom,1,5000,22,2
hgb_lr0.03_ln31_l21.0,gbdt,1.0,1.0,0.69,mushroom,1,5000,22,2
hgb_lr0.03_ln63_l20.0,gbdt,1.0,1.0,1.195,mushroom,1,5000,22,2
hgb_lr0.03_ln63_l21.0,gbdt,1.0,1.0,0.702,mushroom,1,5000,22,2
hgb_lr0.1_ln15_l20.0,gbdt,1.0,0.9999999999999999,0.648,mushroom,1,5000,22,2
hgb_lr0.1_ln15_l21.0,gbdt,1.0,1.0,0.675,mushroom,1,5000,22,2
hgb_lr0.1_ln31_l20.0,gbdt,1.0,1.0,0.836,mushroom,1,5000,22,2
hgb_lr0.1_ln31_l21.0,gbdt,1.0,0.9999999999999999,0.683,mushroom,1,5000,22,2
hgb_lr0.1_ln63_l20.0,gbdt,1.0,1.0,0.989,mushroom,1,5000,22,2
hgb_lr0.1_ln63_l21.0,gbdt,1.0,0.9999999999999999,0.729,mushroom,1,5000,22,2
hgb_lr0.3_ln15_l20.0,gbdt,1.0,1.0,0.328,mushroom,1,5000,22,2
hgb_lr0.3_ln15_l21.0,gbdt,1.0,1.0,0.699,mushroom,1,5000,22,2
hgb_lr0.3_ln31_l20.0,gbdt,1.0,1.0,0.368,mushroom,1,5000,22,2
hgb_lr0.3_ln31_l21.0,gbdt,1.0,1.0,0.709,mushroom,1,5000,22,2
hgb_lr0.3_ln63_l20.0,gbdt,1.0,1.0,0.409,mushroom,1,5000,22,2
hgb_lr0.3_ln63_l21.0,gbdt,1.0,1.0,0.734,mushroom,1,5000,22,2
knn1_std,knn,1.0,0.9991749174917492,0.089,mushroom,1,5000,22,2
knn1_quant,knn,0.9967483549597196,0.9983985199762213,0.203,mushroom,1,5000,22,2
knn5_std,knn,1.0,1.0,0.097,mushroom,1,5000,22,2
knn5_quant,knn,0.9999871881598098,0.9999923128958859,0.201,mushroom,1,5000,22,2
knn15_std,knn,0.999885974622307,0.9997924481889182,0.132,mushroom,1,5000,22,2
knn15_quant,knn,0.9999000676465162,0.9998321648935079,0.227,mushroom,1,5000,22,2
knn31_std,knn,0.9990455179058279,0.9987495643974336,0.149,mushroom,1,5000,22,2
knn31_quant,knn,0.9994362790316299,0.9994465285037821,0.252,mushroom,1,5000,22,2
svc_C0.1,svm,0.9988494967509173,0.9983908328721072,0.966,mushroom,1,5000,22,2
svc_C1,svm,1.0,1.0,0.504,mushroom,1,5000,22,2
svc_C10,svm,1.0,1.0,0.481,mushroom,1,5000,22,2
"mlp_(64,)_a0.0001",mlp,1.0,1.0,1.855,mushroom,1,5000,22,2
"mlp_(64,)_a0.01",mlp,1.0,1.0,1.826,mushroom,1,5000,22,2
"mlp_(128, 64)_a0.0001",mlp,1.0,1.0,1.878,mushroom,1,5000,22,2
"mlp_(128, 64)_a0.01",mlp,1.0,1.0,1.82,mushroom,1,5000,22,2
gaussiannb,nb,0.9337320378000532,0.9350952175962938,0.041,mushroom,1,5000,22,2
dt_d3,tree,0.9816572883996474,0.9845950433552673,0.025,mushroom,1,5000,22,2
dt_d6,tree,0.9991749174917492,0.9983498349834983,0.03,mushroom,1,5000,22,2
dt_dNone,tree,0.9991749174917492,0.9983498349834983,0.029,mushroom,1,5000,22,2
logreg_C0.01_std,linear,0.978125064059201,0.9755705041962969,0.041,mushroom,2,5000,22,2
logreg_C0.01_quant,linear,0.9766517024373245,0.9759548978153629,0.126,mushroom,2,5000,22,2
logreg_C0.1_std,linear,0.9801339606010291,0.9788070984688322,0.028,mushroom,2,5000,22,2
logreg_C0.1_quant,linear,0.9777407088534941,0.9775180985328977,0.205,mushroom,2,5000,22,2
logreg_C1_std,linear,0.9798879732693766,0.9787814722275611,0.024,mushroom,2,5000,22,2
logreg_C1_quant,linear,0.9782173093085706,0.9780716253443525,0.157,mushroom,2,5000,22,2
logreg_C10_std,linear,0.9792806920443597,0.97815362931642,0.048,mushroom,2,5000,22,2
logreg_C10_quant,linear,0.9784197363835762,0.9781946313024537,0.194,mushroom,2,5000,22,2
logreg_C100_std,linear,0.9790295799766311,0.9779588698827599,0.026,mushroom,2,5000,22,2
logreg_C100_quant,linear,0.978460734272185,0.97825100903325,0.179,mushroom,2,5000,22,2
rf_dNone_fsqrt,rf,1.0,1.0,0.847,mushroom,2,5000,22,2
rf_dNone_f0.3,rf,1.0,0.9999999999999999,1.045,mushroom,2,5000,22,2
rf_dNone_f0.7,rf,1.0,1.0,1.166,mushroom,2,5000,22,2
rf_d4_fsqrt,rf,0.9999077547506303,0.9997898648215774,0.81,mushroom,2,5000,22,2
rf_d4_f0.3,rf,0.999997437631962,0.9999564353898391,0.913,mushroom,2,5000,22,2
rf_d4_f0.7,rf,0.9999820634237337,0.9999641232622205,1.119,mushroom,2,5000,22,2
rf_d8_fsqrt,rf,1.0,1.0,0.894,mushroom,2,5000,22,2
rf_d8_f0.3,rf,1.0,1.0,0.92,mushroom,2,5000,22,2
rf_d8_f0.7,rf,1.0,1.0,1.315,mushroom,2,5000,22,2
rf_d16_fsqrt,rf,1.0,1.0,1.078,mushroom,2,5000,22,2
rf_d16_f0.3,rf,1.0,0.9999999999999999,0.829,mushroom,2,5000,22,2
rf_d16_f0.7,rf,1.0,1.0,1.029,mushroom,2,5000,22,2
et_dNone_fsqrt,et,1.0,1.0,0.684,mushroom,2,5000,22,2
et_dNone_f0.5,et,1.0,1.0,1.084,mushroom,2,5000,22,2
et_d8_fsqrt,et,1.0,0.9999999999999999,0.709,mushroom,2,5000,22,2
et_d8_f0.5,et,1.0,1.0,0.989,mushroom,2,5000,22,2
hgb_lr0.03_ln15_l20.0,gbdt,1.0,1.0,0.714,mushroom,2,5000,22,2
hgb_lr0.03_ln15_l21.0,gbdt,1.0,1.0,0.793,mushroom,2,5000,22,2
hgb_lr0.03_ln31_l20.0,gbdt,1.0,1.0,1.017,mushroom,2,5000,22,2
hgb_lr0.03_ln31_l21.0,gbdt,1.0,1.0,0.622,mushroom,2,5000,22,2
hgb_lr0.03_ln63_l20.0,gbdt,1.0,1.0,1.12,mushroom,2,5000,22,2
hgb_lr0.03_ln63_l21.0,gbdt,1.0,1.0,0.604,mushroom,2,5000,22,2
hgb_lr0.1_ln15_l20.0,gbdt,1.0,0.9999999999999999,0.315,mushroom,2,5000,22,2
hgb_lr0.1_ln15_l21.0,gbdt,1.0,1.0,0.412,mushroom,2,5000,22,2
hgb_lr0.1_ln31_l20.0,gbdt,0.9999999999999999,1.0,0.402,mushroom,2,5000,22,2
hgb_lr0.1_ln31_l21.0,gbdt,1.0,1.0,0.439,mushroom,2,5000,22,2
hgb_lr0.1_ln63_l20.0,gbdt,1.0,1.0,0.422,mushroom,2,5000,22,2
hgb_lr0.1_ln63_l21.0,gbdt,1.0,1.0,0.459,mushroom,2,5000,22,2
hgb_lr0.3_ln15_l20.0,gbdt,1.0,1.0,0.143,mushroom,2,5000,22,2
hgb_lr0.3_ln15_l21.0,gbdt,1.0,1.0,0.17,mushroom,2,5000,22,2
hgb_lr0.3_ln31_l20.0,gbdt,1.0,1.0,0.295,mushroom,2,5000,22,2
hgb_lr0.3_ln31_l21.0,gbdt,1.0,1.0,0.122,mushroom,2,5000,22,2
hgb_lr0.3_ln63_l20.0,gbdt,1.0,1.0,0.224,mushroom,2,5000,22,2
hgb_lr0.3_ln63_l21.0,gbdt,1.0,1.0,0.169,mushroom,2,5000,22,2
knn1_std,knn,0.9991749174917492,0.9991735537190083,0.076,mushroom,2,5000,22,2
knn1_quant,knn,0.9983498349834983,0.9983471074380166,0.185,mushroom,2,5000,22,2
