dataset,seed,K,test_of_val_winner,oracle_test,regret
clean2,2,15,0.999996180392846,1.0,3.819607154009752e-06
clean2,2,20,0.9999948014292408,1.0,5.198570759201715e-06
clean2,2,30,0.9999950454935957,1.0,4.954506404253323e-06
clean2,2,40,0.9999955946383943,1.0,4.405361605730462e-06
clean2,2,50,0.9999944841455795,1.0,5.515854420545807e-06
clean2,2,63,0.9999953139643861,1.0,4.6860356138767045e-06
coil2000,0,3,0.7244599928079609,0.73007015185814,0.005610159050179031
coil2000,0,5,0.7295858829701943,0.7373559381484626,0.0077700551782682314
coil2000,0,10,0.7363633188313525,0.7438669443265422,0.007503625495189681
coil2000,0,15,0.7396736906951519,0.7473746551358235,0.007700964440671587
coil2000,0,20,0.740976127735333,0.7488395025702698,0.00786337483493682
coil2000,0,30,0.7430251662422185,0.7508530230145254,0.007827856772306907
coil2000,0,40,0.743849214770798,0.7523171482974909,0.008467933526692839
coil2000,0,50,0.7436847410865874,0.7530488203876625,0.009364079301075079
coil2000,0,63,0.742660582908885,0.753731607243916,0.011071024335030932
coil2000,1,3,0.7187214563377986,0.7268328319037255,0.008111375565926893
coil2000,1,5,0.7212516875967458,0.7338952351578776,0.01264354756113173
coil2000,1,10,0.7224889578799129,0.7399592794543826,0.017470321574469705
coil2000,1,15,0.7219678687398888,0.7424437710222181,0.020475902282329317
coil2000,1,20,0.7203024144272063,0.7444395142049092,0.024137099777702842
coil2000,1,30,0.7215931058763283,0.7466680729972882,0.025074967120959912
coil2000,1,40,0.7222021391743578,0.7482844560701111,0.026082316895753244
coil2000,1,50,0.7213952933508687,0.749473498911791,0.02807820556092233
coil2000,1,63,0.7204117736059868,0.7503287904004842,0.02991701679449732
coil2000,2,3,0.7277068300792304,0.7291923398887004,0.0014855098094699315
coil2000,2,5,0.7348631007121298,0.7380916926051688,0.0032285918930390345
coil2000,2,10,0.7445468278390871,0.7493711387002453,0.004824310861158199
coil2000,2,15,0.7485408855640446,0.7540328181003585,0.005491932536313859
coil2000,2,20,0.7505878313054142,0.7567225523486135,0.006134721043199343
coil2000,2,30,0.7529751756744011,0.7595470046925109,0.0065718290181098205
coil2000,2,40,0.7547263340643275,0.761844065388606,0.007117731324278509
coil2000,2,50,0.7551958062158082,0.7631812688643654,0.007985462648557262
coil2000,2,63,0.7531774665157517,0.7652565553669121,0.01207908885116038
hypothyroid,0,3,0.9828984500594115,0.9834992049346474,0.0006007548752359204
hypothyroid,0,5,0.9879683459145874,0.9887282449150766,0.0007598990004892281
hypothyroid,0,10,0.9884461277696233,0.9896870413084504,0.0012409135388271597
hypothyroid,0,15,0.9887617512406516,0.9902372964283217,0.0014755451876701242
hypothyroid,0,20,0.988892718599287,0.99052408785909,0.001631369259803006
hypothyroid,0,30,0.9889698224645279,0.9909384392255539,0.0019686167610259986
hypothyroid,0,40,0.989065230306843,0.9913660708045013,0.0023008404976583297
hypothyroid,0,50,0.989129752918152,0.9915954165792968,0.002465663661144868
hypothyroid,0,63,0.9890787726287832,0.9918571328720206,0.00277836024323741
hypothyroid,1,3,0.9871323914866847,0.9888060040539596,0.0016736125672748292
hypothyroid,1,5,0.9897471080589922,0.9926961889284965,0.0029490808695042947
hypothyroid,1,10,0.9894649035437197,0.9947881718739079,0.005323268330188147
hypothyroid,1,15,0.9896742416299713,0.9954857761934717,0.005811534563500365
hypothyroid,1,20,0.9901913399035436,0.9958355175788077,0.00564417767526415
hypothyroid,1,30,0.9903086775704202,0.9961866568812471,0.005877979310826897
hypothyroid,1,40,0.9905084923464039,0.9964199342978961,0.00591144195149218
hypothyroid,1,50,0.9911371618788006,0.9964896554134338,0.005352493534633185
hypothyroid,1,63,0.9918920807996087,0.9965401551687983,0.004648074369189681
hypothyroid,2,3,0.9830535751729923,0.9831789508632138,0.00012537569022152972
hypothyroid,2,5,0.9875118386104704,0.987686316138953,0.00017447752848254172
hypothyroid,2,10,0.9887897532676311,0.98898406374502,0.00019431047738893703
hypothyroid,2,15,0.9892978524498496,0.9896146554134339,0.00031680296358427285
hypothyroid,2,20,0.9895309114419513,0.9898974278325293,0.0003665163905780533
hypothyroid,2,30,0.9898571940308938,0.9902680942895085,0.00041090025861467705
hypothyroid,2,40,0.9901445533654852,0.9904439697350946,0.00029941636960939544
hypothyroid,2,50,0.9902871845949534,0.9905146082337316,0.0002274236387782569
hypothyroid,2,63,0.9905990074788563,0.9905990074788563,0.0
ionosphere,0,3,0.9729875837053572,0.977891322544643,0.004903738839285743
ionosphere,0,5,0.9811530412946428,0.9859347098214286,0.004781668526785854
ionosphere,0,10,0.9842878069196428,0.98875,0.004462193080357224
ionosphere,0,15,0.9850864955357141,0.9893896484375,0.004303152901785845
ionosphere,0,20,0.9855573381696427,0.9899860491071429,0.004428710937500191
ionosphere,0,30,0.9847426060267855,0.9902525111607144,0.005509905133928905
ionosphere,0,40,0.983875558035714,0.9906173270089288,0.006741768973214768
ionosphere,0,50,0.9832254464285711,0.9910937500000003,0.007868303571429203
ionosphere,0,63,0.9827008928571425,0.9916294642857147,0.008928571428572285
ionosphere,1,3,0.9526648273910584,0.9589388794567063,0.006274052065647906
ionosphere,1,5,0.9555829088851161,0.9640456989247312,0.008462790039615142
