model,score_test,score_val,fit_time,dataset,time_limit
RandomForest_r195,0.9669117647058825,0.9336917562724014,0.8452508449554443,ionosphere,900
RandomForest_r39,0.96671826625387,0.942652329749104,0.5522665977478027,ionosphere,900
XGBoost_r95,0.9663312693498453,0.9695340501792115,0.17325115203857422,ionosphere,900
LightGBM_r94,0.9659442724458204,0.9767025089605734,0.18496274948120117,ionosphere,900
XGBoost_r49,0.9659442724458204,0.960573476702509,0.2959291934967041,ionosphere,900
RandomForest_r15,0.965170278637771,0.9408602150537635,1.1061220169067383,ionosphere,900
LightGBM_r130,0.9651702786377708,0.9802867383512545,0.1609630584716797,ionosphere,900
CatBoost_r180,0.9643962848297214,0.953405017921147,3.7873666286468506,ionosphere,900
LightGBM_r135,0.9640092879256966,0.978494623655914,0.14496922492980957,ionosphere,900
LightGBM_r96,0.9632352941176471,0.9695340501792116,0.2826504707336426,ionosphere,900
RandomForest_r127,0.9628482972136223,0.9408602150537635,1.0802910327911377,ionosphere,900
ExtraTrees_r4,0.9369195046439628,0.9086021505376345,0.5118582248687744,ionosphere,900
RandomForest_r34,0.8707430340557275,0.8440860215053763,0.511397123336792,ionosphere,900
CatBoost_r5,0.9888438133874239,0.9857142857142858,0.790048360824585,sonar,300
CatBoost_r70,0.9888438133874239,0.9857142857142857,4.195245027542114,sonar,300
CatBoost_r50,0.9888438133874239,0.9809523809523809,1.212822675704956,sonar,300
LightGBM_r196,0.9847870182555781,0.9857142857142858,0.9578425884246826,sonar,300
CatBoost_r128,0.9837728194726166,0.9666666666666667,9.92884111404419,sonar,300
CatBoost_r180,0.9827586206896551,0.9761904761904762,10.131922483444214,sonar,300
ExtraTrees_r178,0.9827586206896551,0.9904761904761905,0.47768735885620117,sonar,300
CatBoost_r6,0.9817444219066938,0.9761904761904762,1.0138685703277588,sonar,300
CatBoost,0.9817444219066938,0.9809523809523809,3.7937657833099365,sonar,300
LightGBM_r188,0.9817444219066936,0.9904761904761905,0.21711182594299316,sonar,300
LightGBM,0.9807302231237323,0.9857142857142858,0.12821745872497559,sonar,300
CatBoost_r177,0.9807302231237323,0.9904761904761905,1.805382490158081,sonar,300
CatBoost_r49,0.9797160243407708,0.9809523809523809,0.7020797729492188,sonar,300
CatBoost_r137,0.9776876267748479,0.9904761904761905,0.9153485298156738,sonar,300
CatBoost_r198,0.9766734279918864,0.9857142857142857,3.061269760131836,sonar,300
CatBoost_r13,0.9766734279918864,0.9809523809523809,31.109093189239502,sonar,300
ExtraTrees_r42,0.9766734279918864,0.9714285714285713,0.47191739082336426,sonar,300
RandomForest_r166,0.9766734279918864,0.9761904761904762,0.5368869304656982,sonar,300
CatBoost_r12,0.9756592292089249,0.9809523809523809,12.077189922332764,sonar,300
XGBoost_r98,0.9726166328600406,0.9809523809523809,2.5353689193725586,sonar,300
CatBoost_r69,0.9716024340770791,0.9761904761904762,0.8914399147033691,sonar,300
CatBoost_r60,0.9705882352941176,0.9857142857142857,1.192551851272583,sonar,300
LightGBM_r42,0.9705882352941176,0.9809523809523809,0.1393909454345703,sonar,300
ExtraTreesEntr,0.9700811359026369,0.9761904761904762,0.4752211570739746,sonar,300
CatBoost_r163,0.9695740365111561,0.9761904761904762,1.2908077239990234,sonar,300
LightGBMXT,0.9695740365111561,0.9904761904761905,0.1719214916229248,sonar,300
WeightedEnsemble_L2,0.9695740365111561,0.9904761904761905,0.19431495666503906,sonar,300
ExtraTrees_r197,0.9690669371196754,0.9714285714285714,0.514195442199707,sonar,300
CatBoost_r9,0.9685598377281948,0.9809523809523809,16.921549558639526,sonar,300
XGBoost_r22,0.9685598377281948,0.9904761904761905,0.18418383598327637,sonar,300
ExtraTrees_r172,0.9675456389452333,0.9666666666666667,0.4470951557159424,sonar,300
LightGBM_r30,0.9665314401622719,0.9857142857142858,0.6201884746551514,sonar,300
ExtraTrees_r126,0.9665314401622719,0.9809523809523809,0.4712028503417969,sonar,300
LightGBM_r143,0.9665314401622718,0.9714285714285714,0.20984840393066406,sonar,300
CatBoost_r167,0.9655172413793104,0.9809523809523809,6.8074634075164795,sonar,300
RandomForest_r39,0.9655172413793103,0.9571428571428572,0.5003628730773926,sonar,300
LightGBM_r15,0.9645030425963489,0.9666666666666667,0.2580606937408447,sonar,300
RandomForest_r195,0.963995943204868,0.9642857142857143,0.5040907859802246,sonar,300
CatBoost_r86,0.9634888438133874,0.9809523809523809,10.834215879440308,sonar,300
RandomForest_r15,0.9634888438133874,0.9619047619047619,0.4975602626800537,sonar,300
RandomForestEntr,0.9629817444219068,0.9761904761904762,0.916600227355957,sonar,300
XGBoost_r194,0.9614604462474645,0.9809523809523809,0.2938103675842285,sonar,300
CatBoost_r143,0.9614604462474644,0.9809523809523809,4.249699115753174,sonar,300
RandomForestGini,0.960446247464503,0.9714285714285714,0.5700416564941406,sonar,300
LightGBM_r161,0.9594320486815416,0.9761904761904762,0.26317524909973145,sonar,300
XGBoost,0.9594320486815416,0.9571428571428572,0.1787583827972412,sonar,300
LightGBM_r94,0.9574036511156186,0.9714285714285714,0.18821215629577637,sonar,300
LightGBM_r121,0.9563894523326572,0.9761904761904762,0.28234171867370605,sonar,300
ExtraTrees_r49,0.9558823529411765,0.9904761904761905,0.5485432147979736,sonar,300
ExtraTreesGini,0.9558823529411765,0.9904761904761905,0.43317699432373047,sonar,300
XGBoost_r49,0.9553752535496957,0.9809523809523809,0.45750927925109863,sonar,300
XGBoost_r33,0.9543610547667344,0.9714285714285714,0.8570821285247803,sonar,300
XGBoost_r34,0.9543610547667343,0.9904761904761905,0.3272371292114258,sonar,300
RandomForest_r16,0.9533468559837728,0.9523809523809524,0.5468897819519043,sonar,300
XGBoost_r31,0.9503042596348884,0.9857142857142858,1.165100336074829,sonar,300
RandomForest_r127,0.9492900608519269,0.9666666666666667,0.5392553806304932,sonar,300
LightGBM_r131,0.947261663286004,0.9714285714285714,0.19598937034606934,sonar,300
LightGBM_r135,0.947261663286004,0.9476190476190477,0.19641423225402832,sonar,300
LightGBM_r96,0.9462474645030425,0.9476190476190477,0.6260018348693848,sonar,300
LightGBMLarge,0.9452332657200812,0.9285714285714286,0.2633213996887207,sonar,300
XGBoost_r89,0.9432048681541582,0.9666666666666667,0.2068943977355957,sonar,300
ExtraTrees_r4,0.9411764705882353,0.9809523809523809,0.48822522163391113,sonar,300
XGBoost_r95,0.9371196754563894,0.9714285714285714,0.17397093772888184,sonar,300
LightGBM_r130,0.9249492900608519,0.9238095238095237,0.1649014949798584,sonar,300
RandomForest_r34,0.8722109533468559,0.9761904761904763,0.4610929489135742,sonar,300
CatBoost_r5,0.9888438133874239,0.9857142857142858,0.761793851852417,sonar,900
CatBoost_r50,0.9888438133874239,0.9809523809523809,1.264603853225708,sonar,900
CatBoost_r70,0.9888438133874239,0.9857142857142857,4.053782224655151,sonar,900
LightGBM_r196,0.9847870182555781,0.9857142857142858,0.9632971286773682,sonar,900
CatBoost_r128,0.9837728194726166,0.9666666666666667,10.625448942184448,sonar,900
CatBoost_r180,0.9827586206896551,0.9761904761904762,10.217248678207397,sonar,900
ExtraTrees_r178,0.9827586206896551,0.9904761904761905,0.4920370578765869,sonar,900
CatBoost_r6,0.9817444219066938,0.9761904761904762,1.034292221069336,sonar,900
CatBoost,0.9817444219066938,0.9809523809523809,2.813730239868164,sonar,900
LightGBM_r188,0.9817444219066936,0.9904761904761905,0.2137928009033203,sonar,900
LightGBM,0.9807302231237323,0.9857142857142858,0.11433553695678711,sonar,900
CatBoost_r177,0.9807302231237323,0.9904761904761905,1.7567534446716309,sonar,900
CatBoost_r49,0.9797160243407708,0.9809523809523809,0.6574363708496094,sonar,900
CatBoost_r137,0.9776876267748479,0.9904761904761905,0.8806338310241699,sonar,900
CatBoost_r198,0.9766734279918864,0.9857142857142857,3.048727035522461,sonar,900
CatBoost_r13,0.9766734279918864,0.9809523809523809,31.69952702522278,sonar,900
ExtraTrees_r42,0.9766734279918864,0.9714285714285713,0.45491981506347656,sonar,900
RandomForest_r166,0.9766734279918864,0.9761904761904762,0.5352606773376465,sonar,900
CatBoost_r12,0.9756592292089249,0.9809523809523809,12.886463165283203,sonar,900
XGBoost_r98,0.9726166328600406,0.9809523809523809,2.9084365367889404,sonar,900
CatBoost_r69,0.9716024340770791,0.9761904761904762,0.8928666114807129,sonar,900
CatBoost_r60,0.9705882352941176,0.9857142857142857,1.246903896331787,sonar,900
LightGBM_r42,0.9705882352941176,0.9809523809523809,0.1771857738494873,sonar,900
ExtraTreesEntr,0.9700811359026369,0.9761904761904762,0.4434952735900879,sonar,900
CatBoost_r163,0.9695740365111561,0.9761904761904762,1.277576208114624,sonar,900
LightGBMXT,0.9695740365111561,0.9904761904761905,0.16917848587036133,sonar,900
WeightedEnsemble_L2,0.9695740365111561,0.9904761904761905,0.19312071800231934,sonar,900
ExtraTrees_r197,0.9690669371196754,0.9714285714285714,0.5383069515228271,sonar,900
CatBoost_r9,0.9685598377281948,0.9809523809523809,16.793527364730835,sonar,900
XGBoost_r22,0.9685598377281948,0.9904761904761905,0.1820383071899414,sonar,900
ExtraTrees_r172,0.9675456389452333,0.9666666666666667,0.4849050045013428,sonar,900
LightGBM_r30,0.9665314401622719,0.9857142857142858,0.8931918144226074,sonar,900
ExtraTrees_r126,0.9665314401622719,0.9809523809523809,0.5431234836578369,sonar,900
LightGBM_r143,0.9665314401622718,0.9714285714285714,0.19033217430114746,sonar,900
CatBoost_r167,0.9655172413793104,0.9809523809523809,7.436289072036743,sonar,900
RandomForest_r39,0.9655172413793103,0.9571428571428572,0.5331284999847412,sonar,900
LightGBM_r15,0.9645030425963489,0.9666666666666667,0.2930021286010742,sonar,900
RandomForest_r195,0.963995943204868,0.9642857142857143,0.5074965953826904,sonar,900
CatBoost_r86,0.9634888438133874,0.9809523809523809,11.248473167419434,sonar,900
RandomForest_r15,0.9634888438133874,0.9619047619047619,0.5145673751831055,sonar,900
RandomForestEntr,0.9629817444219068,0.9761904761904762,0.44187045097351074,sonar,900
XGBoost_r194,0.9614604462474645,0.9809523809523809,0.2785646915435791,sonar,900
CatBoost_r143,0.9614604462474644,0.9809523809523809,4.150594472885132,sonar,900
RandomForestGini,0.960446247464503,0.9714285714285714,0.44467735290527344,sonar,900
LightGBM_r161,0.9594320486815416,0.9761904761904762,0.25200390815734863,sonar,900
XGBoost,0.9594320486815416,0.9571428571428572,0.1733098030090332,sonar,900
LightGBM_r94,0.9574036511156186,0.9714285714285714,0.17331457138061523,sonar,900
LightGBM_r121,0.9563894523326572,0.9761904761904762,0.27039241790771484,sonar,900
ExtraTreesGini,0.9558823529411765,0.9904761904761905,0.4592170715332031,sonar,900
ExtraTrees_r49,0.9558823529411765,0.9904761904761905,0.4734973907470703,sonar,900
XGBoost_r49,0.9553752535496957,0.9809523809523809,0.4507789611816406,sonar,900
XGBoost_r33,0.9543610547667344,0.9714285714285714,0.9070971012115479,sonar,900
XGBoost_r34,0.9543610547667343,0.9904761904761905,0.3580794334411621,sonar,900
RandomForest_r16,0.9533468559837728,0.9523809523809524,0.5669476985931396,sonar,900
XGBoost_r31,0.9503042596348884,0.9857142857142858,1.2678110599517822,sonar,900
RandomForest_r127,0.9492900608519269,0.9666666666666667,0.5028157234191895,sonar,900
LightGBM_r131,0.947261663286004,0.9714285714285714,0.20540237426757812,sonar,900
LightGBM_r135,0.947261663286004,0.9476190476190477,0.20133352279663086,sonar,900
LightGBM_r96,0.9462474645030425,0.9476190476190477,0.4958503246307373,sonar,900
LightGBMLarge,0.9452332657200812,0.9285714285714286,0.24414491653442383,sonar,900
XGBoost_r89,0.9432048681541582,0.9666666666666667,0.21643710136413574,sonar,900
ExtraTrees_r4,0.9411764705882353,0.9809523809523809,0.5049185752868652,sonar,900
XGBoost_r95,0.9371196754563894,0.9714285714285714,0.20147228240966797,sonar,900
LightGBM_r130,0.9249492900608519,0.9238095238095237,0.1605079174041748,sonar,900
RandomForest_r34,0.8722109533468559,0.9761904761904763,0.4410891532897949,sonar,900
XGBoost_r31,0.9154784976005906,0.923798475306596,1.0841138362884521,churn,300
CatBoost_r69,0.9133617109634551,0.9298309579052038,1.0580556392669678,churn,300
CatBoost_r128,0.9124965393133997,0.9332449453099105,4.80545973777771,churn,300
XGBoost_r95,0.9120178110003692,0.9198541597613523,0.4188041687011719,churn,300
XGBoost,0.9117928663713547,0.9202021876035795,0.3735685348510742,churn,300
XGBoost_r89,0.9110891934293098,0.9197215777262182,0.3662393093109131,churn,300
XGBoost_r194,0.910812338501292,0.9213788531653961,0.3677983283996582,churn,300
CatBoost_r143,0.91078349944629,0.9357308584686775,1.178565502166748,churn,300
CatBoost_r5,0.9106681432262826,0.9230029830957905,0.6052587032318115,churn,300
CatBoost_r50,0.910500876707272,0.930195558501823,0.9798550605773926,churn,300
CatBoost_r163,0.9103336101882613,0.9270135896586013,0.615278959274292,churn,300
CatBoost_r6,0.9097510612772242,0.919953596287703,0.8304181098937988,churn,300
CatBoost_r60,0.9088801218161684,0.9286045740802121,0.9614763259887695,churn,300
LightGBM,0.9087243909191582,0.926052369903878,0.3970794677734375,churn,300
CatBoost_r167,0.9084879106681433,0.9290023201856149,1.1571102142333984,churn,300
CatBoost,0.9083725544481358,0.930195558501823,1.261418104171753,churn,300
CatBoost_r86,0.9083091085271318,0.9296983758700695,2.5717971324920654,churn,300
CatBoost_r49,0.9082283591731266,0.9226715280079549,0.6006295680999756,churn,300
CatBoost_r137,0.9080437892211147,0.9205833609545907,1.0005979537963867,churn,300
XGBoost_r22,0.9078822905131043,0.9169042094796156,0.3712584972381592,churn,300
CatBoost_r177,0.9077900055370987,0.9315213788531653,0.9454102516174316,churn,300
CatBoost_r13,0.9073401162790697,0.9328140536957242,3.996182918548584,churn,300
WeightedEnsemble_L2,0.9069306016980434,0.9434206165064634,2.7392048835754395,churn,300
CatBoost_r70,0.906359588409007,0.9319191249585681,2.218971014022827,churn,300
LightGBM_r96,0.9062673034330011,0.9400729201193238,1.4970171451568604,churn,300
CatBoost_r198,0.9060481266149871,0.9324494530991051,1.1272857189178467,churn,300
CatBoost_r12,0.9056674510889627,0.937421279416639,2.2347183227539062,churn,300
LightGBM_r130,0.9056155407899593,0.9199867417964865,0.44351792335510254,churn,300
RandomForest_r127,0.905125276854928,0.9276102088167053,2.9807281494140625,churn,300
CatBoost_r180,0.9049176356589148,0.9290354656943984,3.3374245166778564,churn,300
LightGBM_r94,0.9046926910299002,0.941564468014584,0.4704899787902832,churn,300
CatBoost_r9,0.904669619785899,0.9277427908518396,5.013853073120117,churn,300
LightGBM_r15,0.9046004060538944,0.9193569771295989,0.5215845108032227,churn,300
RandomForest_r39,0.9039399916943521,0.9255386145177329,2.527961254119873,churn,300
LightGBM_r143,0.9037813768918419,0.9226383824991714,1.222320795059204,churn,300
ExtraTrees_r42,0.9037525378368403,0.9240304938680809,0.7422256469726562,churn,300
RandomForest_r15,0.9034814507198228,0.9266324163075903,2.42643141746521,churn,300
LightGBM_r42,0.9031699889258029,0.934570765661253,0.5806939601898193,churn,300
RandomForest_r16,0.9028123846437801,0.9254226052369904,3.3864593505859375,churn,300
XGBoost_r49,0.9025182262827611,0.9232018561484918,0.6311273574829102,churn,300
LightGBMXT,0.9021317829457364,0.9356314219423267,0.451951265335083,churn,300
RandomForest_r166,0.9019760520487264,0.9267152800795493,1.0392813682556152,churn,300
RandomForestGini,0.9019760520487264,0.9267152800795493,0.935091495513916,churn,300
LightGBM_r30,0.9019529808047251,0.9367583692409678,1.1968257427215576,churn,300
LightGBMLarge,0.9018549280177187,0.9347033476963872,0.9735665321350098,churn,300
XGBoost_r34,0.9014915559246954,0.914451441829632,0.7198631763458252,churn,300
RandomForest_r195,0.9008974713916574,0.9283394100099438,3.109281063079834,churn,300
LightGBM_r161,0.900234173126615,0.9259529333775274,1.907013177871704,churn,300
XGBoost_r98,0.9001534237726099,0.9233012926748426,1.6997473239898682,churn,300
XGBoost_r33,0.8997900516795865,0.9164733178654292,0.9821488857269287,churn,300
ExtraTrees_r197,0.8993545819490587,0.9266158435531986,0.7745027542114258,churn,300
LightGBM_r196,0.8992997877445551,0.9294000662910176,3.8945822715759277,churn,300
LightGBM_r131,0.8992594130675525,0.9278422273781903,0.9040899276733398,churn,300
ExtraTrees_r172,0.8974252491694352,0.9251740139211138,0.7578709125518799,churn,300
LightGBM_r135,0.897142626430417,0.9181305933046073,0.5191092491149902,churn,300
LightGBM_r188,0.8970618770764118,0.9402717931720251,7.698765277862549,churn,300
RandomForestEntr,0.8964822120708748,0.9186940669539276,1.0566260814666748,churn,300
ExtraTrees_r178,0.8958564045773348,0.925986078886311,0.645796537399292,churn,300
LightGBM_r121,0.8949854651162792,0.9236327477626782,2.022213935852051,churn,300
ExtraTrees_r4,0.8900828257659652,0.9131919124958569,0.6530869007110596,churn,300
ExtraTreesEntr,0.8874354005167958,0.9194398409015578,0.5808420181274414,churn,300
ExtraTrees_r49,0.8872133397932817,0.9215611534637057,0.6445021629333496,churn,300
ExtraTreesGini,0.8872133397932817,0.9215611534637057,0.5696730613708496,churn,300
RandomForest_r34,0.8841073735695829,0.8997348359297315,1.648890495300293,churn,300
ExtraTrees_r126,0.8839401070505722,0.9209811070599936,0.601609468460083,churn,300
XGBoost_r31,0.9154784976005906,0.923798475306596,1.05954909324646,churn,900
CatBoost_r69,0.9133617109634551,0.9298309579052038,0.9767882823944092,churn,900
CatBoost_r128,0.9124965393133997,0.9332449453099105,5.299160003662109,churn,900
XGBoost_r95,0.9120178110003692,0.9198541597613523,0.432340145111084,churn,900
XGBoost,0.9117928663713547,0.9202021876035795,0.4279506206512451,churn,900
XGBoost_r89,0.9110891934293098,0.9197215777262182,0.34631848335266113,churn,900
XGBoost_r194,0.910812338501292,0.9213788531653961,0.38478851318359375,churn,900
CatBoost_r143,0.91078349944629,0.9357308584686775,1.2029352188110352,churn,900
CatBoost_r5,0.9106681432262826,0.9230029830957905,0.6421961784362793,churn,900
CatBoost_r50,0.910500876707272,0.930195558501823,0.9080033302307129,churn,900
CatBoost_r163,0.9103336101882613,0.9270135896586013,0.6472189426422119,churn,900
CatBoost_r6,0.9097510612772242,0.919953596287703,0.810715913772583,churn,900
CatBoost_r60,0.9088801218161684,0.9286045740802121,0.9827249050140381,churn,900
LightGBM,0.9087243909191582,0.926052369903878,0.40175914764404297,churn,900
CatBoost_r167,0.9084879106681433,0.9290023201856149,1.1989693641662598,churn,900
CatBoost,0.9083725544481358,0.930195558501823,1.148275375366211,churn,900
CatBoost_r86,0.9083091085271318,0.9296983758700695,2.6405391693115234,churn,900
CatBoost_r49,0.9082283591731266,0.9226715280079549,0.5800857543945312,churn,900
CatBoost_r137,0.9080437892211147,0.9205833609545907,1.0027968883514404,churn,900
XGBoost_r22,0.9078822905131043,0.9169042094796156,0.36919569969177246,churn,900
CatBoost_r177,0.9077900055370987,0.9315213788531653,0.9339675903320312,churn,900
CatBoost_r13,0.9073401162790697,0.9328140536957242,4.081875801086426,churn,900
WeightedEnsemble_L2,0.9069306016980434,0.9434206165064634,2.71348237991333,churn,900
CatBoost_r70,0.906359588409007,0.9319191249585681,2.0947208404541016,churn,900
LightGBM_r96,0.9062673034330011,0.9400729201193238,1.4003937244415283,churn,900
CatBoost_r198,0.9060481266149871,0.9324494530991051,1.1457703113555908,churn,900
CatBoost_r12,0.9056674510889627,0.937421279416639,2.186160087585449,churn,900
LightGBM_r130,0.9056155407899593,0.9199867417964865,0.4064176082611084,churn,900
RandomForest_r127,0.905125276854928,0.9276102088167053,2.8847203254699707,churn,900
CatBoost_r180,0.9049176356589148,0.9290354656943984,3.6184494495391846,churn,900
LightGBM_r94,0.9046926910299002,0.941564468014584,0.49837374687194824,churn,900
CatBoost_r9,0.904669619785899,0.9277427908518396,5.629595756530762,churn,900
LightGBM_r15,0.9046004060538944,0.9193569771295989,0.5092556476593018,churn,900
RandomForest_r39,0.9039399916943521,0.9255386145177329,2.4678702354431152,churn,900
LightGBM_r143,0.9037813768918419,0.9226383824991714,1.1558966636657715,churn,900
ExtraTrees_r42,0.9037525378368403,0.9240304938680809,0.6838772296905518,churn,900
RandomForest_r15,0.9034814507198228,0.9266324163075903,2.4853286743164062,churn,900
LightGBM_r42,0.9031699889258029,0.934570765661253,0.5479011535644531,churn,900
RandomForest_r16,0.9028123846437801,0.9254226052369904,3.429096221923828,churn,900
XGBoost_r49,0.9025182262827611,0.9232018561484918,0.6259074211120605,churn,900
LightGBMXT,0.9021317829457364,0.9356314219423267,0.4217865467071533,churn,900
RandomForestGini,0.9019760520487264,0.9267152800795493,0.9361178874969482,churn,900
RandomForest_r166,0.9019760520487264,0.9267152800795493,0.9573843479156494,churn,900
LightGBM_r30,0.9019529808047251,0.9367583692409678,1.2476413249969482,churn,900
LightGBMLarge,0.9018549280177187,0.9347033476963872,1.0837886333465576,churn,900
XGBoost_r34,0.9014915559246954,0.914451441829632,0.6753478050231934,churn,900
RandomForest_r195,0.9008974713916574,0.9283394100099438,2.4208626747131348,churn,900
LightGBM_r161,0.900234173126615,0.9259529333775274,1.8223567008972168,churn,900
XGBoost_r98,0.9001534237726099,0.9233012926748426,1.6709229946136475,churn,900
XGBoost_r33,0.8997900516795865,0.9164733178654292,1.0392091274261475,churn,900
ExtraTrees_r197,0.8993545819490587,0.9266158435531986,0.8256990909576416,churn,900
LightGBM_r196,0.8992997877445551,0.9294000662910176,3.330272912979126,churn,900
LightGBM_r131,0.8992594130675525,0.9278422273781903,0.8106532096862793,churn,900
ExtraTrees_r172,0.8974252491694352,0.9251740139211138,0.6946742534637451,churn,900
LightGBM_r135,0.897142626430417,0.9181305933046073,0.53920578956604,churn,900
LightGBM_r188,0.8970618770764118,0.9402717931720251,0.9881467819213867,churn,900
RandomForestEntr,0.8964822120708748,0.9186940669539276,0.9885644912719727,churn,900
ExtraTrees_r178,0.8958564045773348,0.925986078886311,0.6833837032318115,churn,900
LightGBM_r121,0.8949854651162792,0.9236327477626782,2.0000436305999756,churn,900
ExtraTrees_r4,0.8900828257659652,0.9131919124958569,0.6426222324371338,churn,900
ExtraTreesEntr,0.8874354005167958,0.9194398409015578,0.6321821212768555,churn,900
ExtraTreesGini,0.8872133397932817,0.9215611534637057,0.5920968055725098,churn,900
ExtraTrees_r49,0.8872133397932817,0.9215611534637057,0.6178498268127441,churn,900
RandomForest_r34,0.8841073735695829,0.8997348359297315,1.8651068210601807,churn,900
ExtraTrees_r126,0.8839401070505722,0.9209811070599936,0.6539356708526611,churn,900
CatBoost_r128,0.7932172307538767,0.748690728945506,2.846953868865967,coil2000,300
LightGBM_r15,0.7780536184333637,0.7198159943382874,0.40480852127075195,coil2000,300
CatBoost_r70,0.7726518544393018,0.7467799009200284,1.3146564960479736,coil2000,300
LightGBM_r135,0.7706246335408375,0.7385704175513093,0.4268479347229004,coil2000,300
CatBoost_r143,0.7693771129879365,0.7316348195329088,0.5720620155334473,coil2000,300
CatBoost_r49,0.7692461233298818,0.73241330502477,0.5936493873596191,coil2000,300
XGBoost_r31,0.7684165221622026,0.7540693559801841,0.6881036758422852,coil2000,300
WeightedEnsemble_L2,0.7675245449668784,0.7801840056617128,2.6145522594451904,coil2000,300
CatBoost,0.767162764006537,0.7315640481245578,0.6293494701385498,coil2000,300
LightGBM,0.7668259334572538,0.7108280254777071,0.33998584747314453,coil2000,300
CatBoost_r137,0.7665764293466735,0.7341825902335456,0.5443708896636963,coil2000,300
CatBoost_r13,0.7663581132499158,0.7287331917905167,1.1646296977996826,coil2000,300
CatBoost_r167,0.766027520303397,0.7232837933474876,0.6459426879882812,coil2000,300
XGBoost_r194,0.7655908881098816,0.7389950460014153,0.39832162857055664,coil2000,300
XGBoost_r98,0.7649733654361957,0.705449398443029,0.7807571887969971,coil2000,300
RandomForest_r34,0.7648735637919635,0.7191790516631282,1.4008126258850098,coil2000,300
LightGBM_r130,0.7646490100924412,0.7422505307855626,0.33599400520324707,coil2000,300
XGBoost_r95,0.7640439626242843,0.7507077140835103,0.40937066078186035,coil2000,300
CatBoost_r60,0.7637757457054105,0.7264685067232838,0.4919397830963135,coil2000,300
CatBoost_r180,0.7630896094013149,0.7801132342533617,1.8910226821899414,coil2000,300
LightGBM_r94,0.7628525804962637,0.7199575371549893,0.3959076404571533,coil2000,300
LightGBM_r96,0.7627527788520316,0.7096956829440906,0.4877197742462158,coil2000,300
CatBoost_r198,0.7623909978916903,0.7132342533616419,0.6250498294830322,coil2000,300
CatBoost_r69,0.7623660474806322,0.7260438782731776,0.5682437419891357,coil2000,300
CatBoost_r86,0.7615801095323045,0.7334748761500354,0.9820437431335449,coil2000,300
CatBoost_r177,0.7603138761711099,0.735102618542109,0.6345973014831543,coil2000,300
CatBoost_r50,0.7600768472660587,0.7238499646142957,0.6674149036407471,coil2000,300
LightGBM_r30,0.7595716014421338,0.707855626326964,0.6018989086151123,coil2000,300
XGBoost,0.7591100188375604,0.7368365180467091,0.4350898265838623,coil2000,300
ExtraTrees_r4,0.7589228907546253,0.6951875442321303,0.9643020629882812,coil2000,300
LightGBM_r143,0.7563966616350004,0.6984430290162774,1.0618607997894287,coil2000,300
CatBoost_r163,0.7557354757419629,0.7250530785562632,0.5071303844451904,coil2000,300
XGBoost_r89,0.7539639965568433,0.7450106157112527,0.3775014877319336,coil2000,300
LightGBM_r161,0.753121920183635,0.6963198867657467,1.4677081108093262,coil2000,300
LightGBM_r131,0.7520989533302562,0.697169143665959,0.5207822322845459,coil2000,300
CatBoost_r12,0.751431529834454,0.7280254777070064,0.8836092948913574,coil2000,300
LightGBMXT,0.751431529834454,0.7089879688605804,0.3216080665588379,coil2000,300
LightGBM_r196,0.75135667860128,0.7065817409766454,1.2853577136993408,coil2000,300
CatBoost_r9,0.7512631145598123,0.7353857041755131,3.10857892036438,coil2000,300
CatBoost_r6,0.7503025237340786,0.7401273885350318,0.6611959934234619,coil2000,300
XGBoost_r49,0.7500966828428498,0.7365180467091296,0.5133354663848877,coil2000,300
CatBoost_r5,0.7495727242106314,0.7429582448690729,0.6015899181365967,coil2000,300
ExtraTrees_r178,0.7493356953055802,0.6806086341118188,0.9924168586730957,coil2000,300
ExtraTrees_r172,0.7476016417370476,0.6789101203113943,1.2810566425323486,coil2000,300
LightGBM_r121,0.7468967926246586,0.7005661712668083,1.3238263130187988,coil2000,300
ExtraTrees_r126,0.741189386095136,0.6732484076433121,0.6041440963745117,coil2000,300
XGBoost_r33,0.7401976072555796,0.6864826610049539,0.7134978771209717,coil2000,300
LightGBM_r188,0.7386070185506306,0.7010615711252655,0.6926653385162354,coil2000,300
RandomForest_r127,0.7380393966990606,0.6979476291578202,2.6811330318450928,coil2000,300
RandomForest_r15,0.7378335558078319,0.6863057324840764,1.936922311782837,coil2000,300
XGBoost_r22,0.7365985104604598,0.7353149327671621,0.43981027603149414,coil2000,300
RandomForest_r39,0.7346773288089923,0.6831210191082802,2.162544012069702,coil2000,300
XGBoost_r34,0.7321011988672514,0.7121726822363765,0.6326780319213867,coil2000,300
LightGBM_r42,0.7285021020721316,0.7285208775654636,0.5567128658294678,coil2000,300
ExtraTrees_r49,0.7179730286056462,0.656617126680821,0.715247392654419,coil2000,300
ExtraTreesGini,0.7179730286056462,0.656617126680821,0.6991462707519531,coil2000,300
RandomForestGini,0.7175675844259534,0.6567940552016984,0.7124998569488525,coil2000,300
RandomForest_r195,0.7139622500280692,0.6884996461429582,2.26644229888916,coil2000,300
ExtraTrees_r42,0.7125400765977621,0.6699221514508138,1.348247766494751,coil2000,300
RandomForest_r166,0.7121533452263625,0.6789455060155696,0.6653201580047607,coil2000,300
RandomForest_r16,0.712109682007011,0.6819179051663129,2.92946195602417,coil2000,300
ExtraTrees_r197,0.7112239424144513,0.662208067940552,1.4894380569458008,coil2000,300
