name,family,holdout,cv,test,dataset,seed
et_dNone_fsqrt,et,0.9797180667433831,0.9862478286045164,0.9738777089783281,ionosphere,1
et_dNone_f0.5,et,0.9749712313003452,0.9871163867979155,0.9698142414860681,ionosphere,1
et_d8_fsqrt,et,0.9789988492520139,0.9856687898089171,0.9763931888544892,ionosphere,1
et_d8_f0.5,et,0.975258918296893,0.9876954255935146,0.9659442724458205,ionosphere,1
hgb_lr0.03_ln15_l20.0,gbdt,0.937428078250863,0.9513607411696583,0.9554953560371516,ionosphere,1
hgb_lr0.03_ln15_l21.0,gbdt,0.9404487917146145,0.9554140127388535,0.9477554179566563,ionosphere,1
hgb_lr0.03_ln31_l20.0,gbdt,0.937428078250863,0.9513607411696583,0.9554953560371516,ionosphere,1
hgb_lr0.03_ln31_l21.0,gbdt,0.9404487917146145,0.9554140127388535,0.9477554179566563,ionosphere,1
hgb_lr0.03_ln63_l20.0,gbdt,0.937428078250863,0.9513607411696583,0.9554953560371516,ionosphere,1
hgb_lr0.03_ln63_l21.0,gbdt,0.9404487917146145,0.9554140127388535,0.9477554179566563,ionosphere,1
hgb_lr0.1_ln15_l20.0,gbdt,0.9365650172612198,0.9350752750434279,0.961687306501548,ionosphere,1
hgb_lr0.1_ln15_l21.0,gbdt,0.9391542002301496,0.9477417486971627,0.9616873065015481,ionosphere,1
hgb_lr0.1_ln31_l20.0,gbdt,0.9365650172612198,0.9350752750434279,0.961687306501548,ionosphere,1
hgb_lr0.1_ln31_l21.0,gbdt,0.9391542002301496,0.9477417486971627,0.9616873065015481,ionosphere,1
hgb_lr0.1_ln63_l20.0,gbdt,0.9365650172612198,0.9350752750434279,0.961687306501548,ionosphere,1
hgb_lr0.1_ln63_l21.0,gbdt,0.9391542002301496,0.9477417486971627,0.9616873065015481,ionosphere,1
hgb_lr0.3_ln15_l20.0,gbdt,0.9378596087456847,0.9308048639258829,0.9523993808049536,ionosphere,1
hgb_lr0.3_ln15_l21.0,gbdt,0.9434695051783659,0.9397799652576723,0.9589783281733747,ionosphere,1
hgb_lr0.3_ln31_l20.0,gbdt,0.9378596087456847,0.9308048639258829,0.9523993808049536,ionosphere,1
hgb_lr0.3_ln31_l21.0,gbdt,0.9434695051783659,0.9397799652576723,0.9589783281733747,ionosphere,1
hgb_lr0.3_ln63_l20.0,gbdt,0.9378596087456847,0.9308048639258829,0.9523993808049536,ionosphere,1
hgb_lr0.3_ln63_l21.0,gbdt,0.9434695051783659,0.9397799652576723,0.9589783281733747,ionosphere,1
knn1_std,knn,0.8055235903337168,0.7997611464968153,0.8421052631578947,ionosphere,1
knn1_quant,knn,0.7878308400460299,0.7372611464968153,0.8332043343653251,ionosphere,1
knn5_std,knn,0.9079401611047181,0.8888969310943833,0.9160216718266253,ionosphere,1
knn5_quant,knn,0.8716915995397009,0.818181818181818,0.9135061919504645,ionosphere,1
knn15_std,knn,0.8941311852704258,0.8841560509554139,0.90828173374613,ionosphere,1
knn15_quant,knn,0.9102416570771,0.8878112333526346,0.9191176470588236,ionosphere,1
knn31_std,knn,0.8650747986191024,0.8515851187029531,0.8635835913312694,ionosphere,1
knn31_quant,knn,0.852560414269275,0.8054429646786335,0.8939628482972136,ionosphere,1
svc_C0.1,svm,0.976409666283084,0.9780689056166764,0.9609133126934983,ionosphere,1
svc_C1,svm,0.9853279631760644,0.9855240301100174,0.9651702786377709,ionosphere,1
svc_C10,svm,0.979861910241657,0.9665605095541402,0.9671052631578947,ionosphere,1
"mlp_(64,)_a0.0001",mlp,0.9680667433831991,0.9444846554719166,0.9578173374613004,ionosphere,1
"mlp_(64,)_a0.01",mlp,0.9683544303797469,0.944195136074117,0.9574303405572756,ionosphere,1
"mlp_(128, 64)_a0.0001",mlp,0.9738204833141542,0.9546178343949043,0.9736842105263157,ionosphere,1
"mlp_(128, 64)_a0.01",mlp,0.974108170310702,0.9547625940938043,0.9740712074303405,ionosphere,1
gaussiannb,nb,0.9369965477560414,0.9404313839027216,0.9373065015479877,ionosphere,1
dt_d3,tree,0.8634925201380899,0.8723943254198032,0.9255030959752323,ionosphere,1
dt_d6,tree,0.8117088607594937,0.8406919513607412,0.7854102167182664,ionosphere,1
dt_dNone,tree,0.8117088607594937,0.8588231036479445,0.8900928792569659,ionosphere,1
logreg_C0.01_std,linear,0.9165707710011507,0.9004777070063694,0.90015479876161,ionosphere,2
logreg_C0.01_quant,linear,0.8104142692750287,0.824189345686161,0.833204334365325,ionosphere,2
logreg_C0.1_std,linear,0.9157077100115075,0.926679212507238,0.918343653250774,ionosphere,2
